"name","cleanm","cid","tid","MolecularWeight","Complexity"
"L-Aspartic acid","Aspartic acid","5960","D0OT9B",133.1,133
"Astaxanthin","Astaxanthin","5281224",NA,596.8,1340
"N-(4-Amino-2-chlorophenyl)phthalimide","N-(4-Amino-2-chlorophenyl)phthalimide","6603717",NA,272.68,377
"Carbachol","Carbachol","5831","D0U7BW",182.65,117
"Chlorzoxazone","Chlorzoxazone","2733","D08ZEB",169.56,185
"L-Cysteinesulfinic Acid","Cysteinesulfinic Acid","1549098","D0E8JM",153.16,136
"9-cyclopentyladenine","9-cyclopentyladenine","12852","D0B3UE",203.24,228
"Cephalothin sodium","Cephalothin","6024","D01PLN",396.4,680
"Cimetidine","Cimetidine","2756","D02DPA",252.34,296
"Cyclobenzaprine hydrochloride","Cyclobenzaprine","2895","D01KHH",275.4,365
"Carbetapentane citrate","Carbetapentane","2562","D09VBC",333.5,356
"Adenosine 3,5-cyclic monophosphate","Adenosine 3,5-cyclic monophosphate","135600351",NA,496.23,657
"5-(N,N-hexamethylene)amiloride","5-(N,N-hexamethylene)amiloride","1794","D02YIW",311.77,393
"4-Androstene-3,17-Dione","4-Androstene-3,17-Dione","6128","D0M8RO",286.4,546
"(±)-p-Aminoglutethimide","p-Aminoglutethimide","2145","D0M6DO",232.28,321
"(±)-HA-966","HA-966","1232",NA,116.12,115
"Androsterone","Androsterone","5879","D0H5HO",290.4,459
"Amsacrine hydrochloride","Amsacrine","2179","D0G9YH",393.5,601
"Cephalexin hydrate","Cephalexin","27447","D0Z5EM",347.4,600
"Chlorothiazide","Chlorothiazide","2720","D0M9WM",295.7,532
"Cefazolin sodium","Cefazolin","33255","D09KDN",454.5,740
"Clemizole Hydrochloride","Clemizole","2782","D06XDJ",325.8,377
"2-Chloroadenosine","2-Chloroadenosine","8974","D0C2UJ",301.69,367
"Bethanechol chloride","Bethanechol","2370","D07ZTO",161.22,140
"Cinnarizine","Cinnarizine","1547484","D0Q3YO",368.5,429
"(±)-AMT hydrochloride","AMT","2733501",NA,166.67,111
"Antozoline Hydrochloride","Antozoline","11957448",NA,299.8,269
"Aniracetam","Aniracetam","2196","D02DPU",219.24,282
"1,3-Diethyl-8-Phenylxanthine","1,3-Diethyl-8-Phenylxanthine","1328","D07HKU",284.31,422
"8-(p-Sulfophenyl)theophylline","8-(p-Sulfophenyl)theophylline","1908","D09QLB",336.33,610
"1,3-Dipropyl-8-p-sulfophenylxanthine","1,3-Dipropyl-8-p-sulfophenylxanthine","1330",NA,392.4,671
"2-Methylthioadenosine triphosphate tetrasodium","2-Methylthioadenosine","3080604",NA,313.34,381
"1-(3-Chlorophenyl)Piperazine Dihydrochloride","1-(3-Chlorophenyl)Piperazine","1355","D0J6JT",196.67,157
"SB 204741","SB 204741","3277600","D04AZE",286.35,367
"Ceftriaxone sodium","Ceftriaxone","5479530","D07ACT",554.6,1110
"4-Chloromercuribenzoic Acid","4-Chloromercuribenzoic Acid","1730",NA,357.16,143
"(-)-Cotinine","Cotinine","854019","D0TY5N",176.21,205
"CL 316,243","CL 316,243","5312115","D07WHS",465.8,578
"7-Chloro-4-hydroxy-2-phenyl-1,8-naphthyridine","7-Chloro-4-hydroxy-2-phenyl-1,8-naphthyridine","6105572","D05MCK",256.68,363
"Clotrimazole","Clotrimazole","2812","D09GOS",344.8,396
"5-N-Methyl carboxamidoadenosine","5-N-Methyl carboxamidoadenosine","11957446",NA,294.27,412
"PNU-37887A","PNU-37887A","64392",NA,382,464
"(+)-N-Allylnormetazocine hydrochloride","N-Allylnormetazocine","1235",NA,257.37,355
"Aminobenztropine","Aminobenztropine","2143","D03WGD",322.4,395
"Arecaidine Propargyl Ester Hydrobromide","Arecaidine Propargyl Ester","2229","D0I9LU",179.22,272
"Cyproheptadine hydrochloride","Cyproheptadine","2913","D00TLN",287.4,423
"5-(N-Cyclopropyl)carboxamidoadenosine","5-(N-Cyclopropyl)carboxamidoadenosine","1761",NA,320.3,477
"Cefmetazole sodium","Cefmetazole","42008","D05UBX",471.5,818
"(±)-p-Chlorophenylalanine","p-Chlorophenylalanine","4652","D0F2GG",199.63,179
"Chloroquine Diphosphate","Chloroquine Diphosphate","64927",NA,515.9,359
"Clofibrate","Clofibrate","2796","D0J5DC",242.7,232
"Cytosine-1-beta-D-arabinofuranoside hydrochloride","Cytosine-1-beta-D-arabinofuranoside","6253","D07XSN; D0XU9F",243.22,383
"1-Allyl-3,7-dimethyl-8-p-sulfophenylxanthine","1-Allyl-3,7-dimethyl-8-p-sulfophenylxanthine","1365",NA,376.4,698
"trans-(±)-ACPD","ACPD","1310",NA,173.17,227
"1-Amino-1-cyclohexanecarboxylic acid hydrochloride","1-Amino-1-cyclohexanecarboxylic acid","1366",NA,143.18,139
"*(D)Psora-4","Psora-4","6603977","D0H1EI",334.4,482
"SB 200646 hydrochloride","SB 200646","126769",NA,266.3,349
"CB34","CB34","6603782",NA,438.8,509
"Cefaclor","Cefaclor","51039","D0PW7C",367.8,606
"DL-Cycloserine","DL-Cycloserine","401",NA,102.09,92
"McN-A-343","McN-A-343","5926","D02BOW",317.2,365
"N-(2-[4-(4-Chlorophenyl)Piperazin-1-Yl]Ethyl)-3-Methoxybenzamide","N-(2-[4-(4-Chlorophenyl)Piperazin-1-Yl]Ethyl)-3-Methoxybenzamide","3626837",NA,373.9,435
"Cystamine dihydrochloride","Cystamine","2915","D0WI3W",152.3,37
"Acetohexamide","Acetohexamide","1989","D07WFK",324.4,498
"SKF 97541 hydrochloride","SKF 97541","5230","D08LFC",137.12,104
"cis-4-Aminocrotonic acid","4-Aminocrotonic acid","5310987",NA,101.1,87
"N6-2-(4-Aminophenyl)ethyladenosine","N6-2-(4-Aminophenyl)ethyladenosine","4397","D0U6NZ",386.4,509
"Opipramol Dihydrochloride","Opipramol","9417","D0D7TB",363.5,448
"gamma-Acetylinic GABA","gamma-Acetylinic GABA","3452","D09IHN",127.14,144
"AB-MECA","AB-MECA","5310992","D0PM5R",399.4,576
"Alloxazine","Alloxazine","5372720","D0Y5TL",214.18,333
"Cantharidin","Cantharidin","5944","D0Z2RA",196.2,318
"Clonidine Hydrochloride","Clonidine","2803","D03SKR",230.09,222
"Cefotaxime sodium","Cefotaxime","5742673","D0D1HA",455.5,833
"Cilostamide","Cilostamide","2753","D0J0CB",342.4,499
"Chelidamic acid","Chelidamic acid","8743",NA,183.12,320
"N6-Cyclopentyladenosine","N6-Cyclopentyladenosine","657378","D03RFA",335.36,438
"Cantharidic Acid","Cantharidic Acid","2544","D0M0TM",214.21,307
"cis-Azetidine-2,4-dicarboxylic acid","Azetidine-2,4-dicarboxylic acid","124432",NA,145.11,161
"CBIQ","CBIQ","11401613","D04ZIP",213.66,231
"AIDA","AIDA","2071","D04JKL",221.21,330
"ATPA","ATPA","2253","D05FZE",228.24,354
"ARL 67156 trisodium salt","ARL 67156","10078572",NA,719.11,960
"Beclomethasone","Beclomethasone","20469","D07DVK",408.9,805
"Cefsulodin sodium salt hydrate","Cefsulodin","656575","D0XQ0Q",532.6,1050
"Caffeic acid phenethyl ester","Caffeic acid phenethyl ester","5281787","D06YGF",284.31,347
"Cephapirin Sodium","Cephapirin Sodium","23675312",NA,445.4,713
"Cephradine","Cephradine","38103","D06KKS",349.4,697
"DSP-4 hydrochloride","DSP-4","11957497",NA,313.06,154
"Cinoxacin","Cinoxacin","2762","D07UXP",262.22,449
"Carisoprodol","Carisoprodol","2576","D05PLH",260.33,281
"2,3-Butanedione monoxime","2,3-Butanedione monoxime","6409633",NA,101.1,106
"SB 222200","SB 222200","6604009","D00VPT",380.5,523
"1-benzoyl-5-methoxy-2-methylindole-3-acetic acid","1-benzoyl-5-methoxy-2-methylindole-3-acetic acid","4177957",NA,323.3,474
"p-Benzoquinone","p-Benzoquinone","4650","D0M2EM",108.09,149
"8-Bromo-cGMP sodium","8-Bromo-cGMP","135419186",NA,424.1,651
"H-89","H-89","449241","D09FFE",446.4,570
"Bromoenol lactone","Bromoenol lactone","5940264","D09YUL",317.18,377
"Benzamide","Benzamide","2331",NA,121.14,106
"Centrophenoxine hydrochloride","Centrophenoxine","4039",NA,257.71,228
"Clemastine fumarate","Clemastine","26987","D0C5XC",343.9,376
"beta-Chloro-L-alanine hydrochloride","beta-Chloro-L-alanine","439772",NA,123.54,75
"Pyrocatechol","Pyrocatechol","289","D07QJJ",110.11,62
"Z-L-Phe chloromethyl ketone","Z-L-Phe chloromethyl ketone","99625",NA,331.8,377
"Colchicine","Colchicine","6167","D09DHY",399.4,740
"L-Canavanine sulfate","Canavanine","439202","D0V9FZ",176.17,178
"Cyclothiazide","Cyclothiazide","2910","D03CNS",389.9,758
"N6-Cyclohexyladenosine","N6-Cyclohexyladenosine","9841284","D02JCM",349.38,452
"(S)-(+)-Camptothecin","Camptothecin","24360","D09YDM",348.4,742
"CK2 Inhibitor 2","CK2 Inhibitor 2","156621381",NA,392.8,537
"(+)-cis-Dioxolane iodide","Dioxolane","12586",NA,74.08,24
"OXA-22 iodide","OXA-22","12239993",NA,303.21,133
"8-Cyclopentyl-1,3-Dipropylxanthine","8-Cyclopentyl-1,3-Dipropylxanthine","1329","D02DLG; D0K0OT",304.39,436
"8-Cyclopentyl-1,3-Dimethylxanthine","8-Cyclopentyl-1,3-Dimethylxanthine","1917","D0L5JL",248.28,380
"SB 415286","SB 415286","4210951","D0N4WB",359.72,617
"S-Ethylisothiourea hydrobromide","Ethylisothiourea","5139","D0I7VD",104.18,52
"(-)-Ephedrine hemisulfate","Ephedrine","9294","D0LG8E",165.23,121
"Edrophonium chloride","Edrophonium","3202","D0S5LH",166.24,145
"Efaroxan hydrochloride","Efaroxan","72016",NA,216.28,302
"Ebselen","Ebselen","3194","D0B1FE; D0X6SJ",274.19,275
"rac-2-Ethoxy-3-hexadecanamido-1-propylphosphocholine","rac-2-Ethoxy-3-hexadecanamido-1-propylphosphocholine","361655",NA,522.7,548
"(±)-CPP","CPP","117065474",NA,206.6,158
"Cgs-12066A Maleate","Cgs-12066A","2689",NA,334.34,450
"2-Cyclooctyl-2-Hydroxyethylamine Hydrochloride","2-Cyclooctyl-2-Hydroxyethylamine","1551",NA,171.28,108
"5-Carboxamidotryptamine maleate","5-Carboxamidotryptamine","1809","D02UWB",203.24,244
"7-Chlorokynurenic acid","7-Chlorokynurenic acid","1884",NA,223.61,340
"(±)-CGP-12177A hydrochloride","CGP-12177A","6603756","D02VPW",279.33,343
"S-(-)-Carbidopa","Carbidopa","34359","D0P7JZ",226.23,261
"(?)-Chloro-Apb Hydrobromide","Chloro-Apb","1225",NA,329.8,399
"rac-2-Ethoxy-3-octadecanamido-1-propylphosphocholine","rac-2-Ethoxy-3-octadecanamido-1-propylphosphocholine","72241",NA,550.8,577
"N-Ethylmaleimide","N-Ethylmaleimide","4362","D02ZQH",125.13,166
"Ethylene Glycol-Bis(2-Aminoethylether)-N,N,N,N-Tetraacetic Acid","Ethylene Glycol-Bis(2-Aminoethylether)-N,N,N,N-Tetraacetic Acid","6207","D0O5VI",380.35,397
"Ethosuximide","Ethosuximide","3291","D0Q4XQ",141.17,188
"Endothall","Endothall","3225",NA,186.16,235
"Emodin","Emodin","3220","D0U7OU",270.24,434
"CGS-21680 hydrochloride","CGS-21680","3086599","D0J2UW",499.5,755
"Y-27632 dihydrochloride","Y-27632","448042","D0B5LF",247.34,268
"1-(m-Chlorophenyl)-biguanide hydrochloride","1-(m-Chlorophenyl)-biguanide","1354","D0SA4A",211.65,246
"(+)-Cyclazocine","Cyclazocine","19143","D06NST",271.4,380
"Capsazepine","Capsazepine","2733484","D0G8BN",376.9,445
"Chlormezanone","Chlormezanone","2717","D0S1OE",273.74,395
"8-(3-Chlorostyryl)Caffeine","8-(3-Chlorostyryl)Caffeine","5353365","D0TU7I",330.77,526
"(-)-Physostigmine","Physostigmine","5983","D09JVV",275.35,403
"NBI 27914","NBI 27914","176157","D04KWH",434.2,441
"beta-Estradiol","beta-Estradiol","5757","D08QMX",272.4,382
"Estrone","Estrone","5870","D00ZFP",270.4,418
"Methyl Beta-Carboline-3-Carboxylate","Methyl Beta-Carboline-3-Carboxylate","107704","D0J0CA",226.23,308
"Methyl 6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate","Methyl 6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate","104999","D0GQ1S",314.34,433
"(-)-Eseroline Fumarate","Eseroline","119198","D0D9RL",218.29,296
"2-Chloro-2-deoxy-D-glucose","2-Chloro-2-deoxy-D-glucose","151933",NA,198.6,142
"4-Chloro-3-alpha-(diphenylmethoxy)tropane hydrochloride","4-Chloro-3-alpha-(diphenylmethoxy)tropane","203135",NA,378.3,389
"Cirazoline hydrochloride","Cirazoline","2765","D06QKW",216.28,273
"Cgp 20712A Methanesulfonate","Cgp 20712A Methanesulfonate","10008573","D0J2CR",590.6,758
"(2S,1S,2S)-2-(carboxycyclopropyl)glycine","2-(carboxycyclopropyl)glycine","5310956",NA,159.14,203
"CNQX disodium","CNQX","3721046","D0E5UQ",232.15,434
"CX 546","CX 546","2890",NA,247.29,301
"S-(-)-Eticlopride Hydrochloride","Eticlopride","57267","D03KUH",340.8,396
"(S)-ENBA","ENBA","11957545",NA,361.4,527
"erythro-9-(2-Hydroxy-3-nonyl)adenine hydrochloride","erythro-9-(2-Hydroxy-3-nonyl)adenine","149784","D0I6XA",277.37,291
"Felbamate","Felbamate","3331","D05KON",238.24,246
"Fusidic acid sodium","Fusidic acid","3000226","D0X7XG",516.7,994
"Fenoterol Hydrobromide","Fenoterol","3343","D04XEG",303.35,310
"Chloro-IB-MECA","Chloro-IB-MECA","3035850","D0U0KR",544.7,623
"Wb-4101 Hydrochloride","Wb-4101","5685","D03QMR",345.4,371
"DNQX","DNQX","3899541","D05KQC",252.14,386
"Dihydroouabain","Dihydroouabain","6852401",NA,586.7,1030
"Dobutamine hydrochloride","Dobutamine","36811","D0J7RK",301.4,305
"Dihydrokainic acid","Dihydrokainic acid","107883","D04XZP",215.25,264
"Decamethonium dibromide","Decamethonium","2968","D05QNO",258.49,164
"P1,P4-Di(adenosine-5)tetraphosphate triammonium","P1,P4-Di(adenosine-5)tetraphosphate triammonium","11957521",NA,887.5,1490
"1-(4-Fluorobenzyl)-5-methoxy-2-methylindole-3-acetic acid","1-(4-Fluorobenzyl)-5-methoxy-2-methylindole-3-acetic acid","3448892",NA,327.3,438
"Furegrelate sodium","Furegrelate","3437",NA,253.25,333
"*(D)Fiduxosin Hydrochloride","Fiduxosin","172307",NA,555.6,936
"p-Fluoro-L-phenylalanine","p-Fluoro-L-phenylalanine","716312",NA,183.18,179
"Debrisoquin sulfate","Debrisoquin","2966","D0MP5H",175.23,202
"2,3-didehydro-3-deoxythymidine","2,3-didehydro-3-deoxythymidine","69404750",NA,323.34,478
"L-3,4-Dihydroxyphenylalanine methyl ester hydrochloride","3,4-Dihydroxyphenylalanine methyl ester","10131132",NA,247.67,222
"1,4-Dideoxy-1,4-imino-D-arabinitol","1,4-Dideoxy-1,4-imino-D-arabinitol","451991","D0GS0O",133.15,98
"2,4-Dinitrophenyl 2-fluoro-2-deoxy-beta-D-glucopyranoside","2,4-Dinitrophenyl 2-fluoro-2-deoxy-beta-D-glucopyranoside","445227",NA,348.24,470
"D-ribofuranosylbenzimidazole","D-ribofuranosylbenzimidazole","11957520",NA,319.14,364
"Dequalinium analog, C-14 linker","Dequalinium analog, C-14 linker","9853645",NA,766.6,586
"Fenofibrate","Fenofibrate","3339","D07XGR; D01PKG",360.8,458
"Fenspiride hydrochloride","Fenspiride","3344",NA,260.33,318
"Foliosidine","Foliosidine","2837663",NA,307.34,448
"Fusaric acid","Fusaric acid","3442",NA,179.22,170
"5-Fluorouracil","5-Fluorouracil","3385","D05LEO",130.08,199
"Flecainide acetate","Flecainide acetate","41022",NA,474.4,531
"*(S)mallFenoldopam Bromide","mallFenoldopam Bromide","3341","D0R6BI",305.75,348
"*(S)Dextromethorphan Hydrobromide Monohydrate","Dextromethorphan","5360696","D09OBB",271.4,370
"SB 203186","SB 203186","3272300","D0E8KS",272.34,328
"Dihydroergotamine Methanesulfonate","Dihydroergotamine Methanesulfonate","71171",NA,679.8,1260
"Diphenyleneiodonium chloride","Diphenyleneiodonium","3101",NA,279.1,170
"2,3-Butanedione","2,3-Butanedione","650",NA,86.09,71
"N,N,N,N-Tetramethylazodicarboxamide","N,N,N,N-Tetramethylazodicarboxamide","5353800","D0X9TG",172.19,188
"Forskolin","Forskolin","47936","D0Y7VM",410.5,747
"Famotidine","Famotidine","5702160","D0K0OZ",337.5,469
"Fscpx","Fscpx","133012",NA,506.5,898
"Farnesylthiosalicylic acid","Farnesylthiosalicylic acid","5469318","D00KTV",358.5,498
"5-fluoro-5-deoxyuridine","5-fluoro-5-deoxyuridine","20749",NA,386.4,386
"Flupirtine maleate","Flupirtine","53276","D0SD9V",304.32,350
"Flutamide","Flutamide","3397","D0Y0SW",276.21,352
"(S)-3,5-Dihydroxyphenylglycine","3,5-Dihydroxyphenylglycine","108001","D0E7LU",183.16,187
"Dequalinium dichloride","Dequalinium","2993","D0I2FI",456.7,532
"Doxylamine succinate","Doxylamine","3162","D0Y2LR",270.37,276
"Desipramine hydrochloride","Desipramine","2995","D01UTL",266.4,267
"Trans-Dehydroandrosterone","Trans-Dehydroandrosterone","5881","D0K0EK",288.4,508
"N^G,N^G-Dimethylarginine hydrochloride","N^G,N^G-Dimethylarginine","10176589",NA,202.25,211
"Clodronic acid","Clodronic acid","25419","D00HNB",244.89,211
"Formoterol","Formoterol","3410","D04KJO",344.4,388
"Felodipine","Felodipine","3333","D0WN0U",384.2,614
"Fluspirilene","Fluspirilene","3396","D0U5FS",475.6,653
"cis-(Z)-Flupenthixol dihydrochloride","Flupenthixol","5281878","D0M4RW",434.5,592
"Furafylline","Furafylline","3433",NA,260.25,402
"S(-)-Pindolol","Pindolol","4828","D0F2PO",248.32,248
"(-)-alpha-Methylnorepinephrine","alpha-Methylnorepinephrine","3917","D06SYS",183.2,165
"Dilazep Hydrochloride","Dilazep","3074","D00GUM",604.7,727
"Dehydroisoandrosterone 3-sulfate sodium","Dehydroisoandrosterone 3-sulfate","16072213",NA,409.5,721
"1,7-Dimethylxanthine","1,7-Dimethylxanthine","4687",NA,180.16,267
"2,3-Dimethoxy-1,4-naphthoquinone","2,3-Dimethoxy-1,4-naphthoquinone","3136",NA,218.2,322
"N-(3,3-Diphenylpropyl)glycinamide","N-(3,3-Diphenylpropyl)glycinamide","6603827",NA,268.35,263
"GW2974","GW2974","6603857","D02YAQ",395.5,552
"Guanfacine hydrochloride","Guanfacine","3519",NA,246.09,256
"Ganciclovir","Ganciclovir","135398740","D05ARP",255.23,346
"L-Glutamine","Glutamine","5961","D01JIA",146.14,146
"Guanidinyl-naltrindole di-trifluoroacetate","Guanidinyl-naltrindole di-trifluoroacetate","9853099",NA,699.6,1010
"Daphnetin","Daphnetin","5280569",NA,178.14,248
"DM 235","DM 235","4223812",NA,246.3,303
"5,5-Dimethyl-1-pyrroline-N-oxide","5,5-Dimethyl-1-pyrroline-N-oxide","1774",NA,113.16,127
"2,3-dideoxycytidine","2,3-dideoxycytidine","24066","D0Z9QR",211.22,327
"Diacylglycerol Kinase Inhibitor II","Diacylglycerol Kinase Inhibitor II","657356","D04SFM",489.6,770
"Dihydrexidine Hydrochloride","Dihydrexidine","5311070","D0D3VT",267.32,361
"N-Methyldopamine hydrochloride","N-Methyldopamine","4382",NA,167.2,130
"1,1-Dimethyl-4-Phenyl-Piperazinium Iodide","1,1-Dimethyl-4-Phenyl-Piperazinium Iodide","5911","D08XRH",318.2,173
"GW1929","GW1929","6518171","D04DYM",495.6,705
"GW5074","GW5074","5924208","D0Z5TQ",520.94,447
"Genistein","Genistein","5280961","D0L4FS",270.24,411
"GW7647","GW7647","3392731","D00TFA",502.8,636
"alpha-Guanidinoglutaric acid","alpha-Guanidinoglutaric acid","2105",NA,189.17,234
"Gallamine triethiodide","Gallamine triethiodide","6172","D05SJW",891.5,489
"Pd 169316","Pd 169316","4712","D0W3ZN",360.3,495
"Disopyramide phosphate","Disopyramide phosphate","30928",NA,437.5,459
"Demeclocycline hydrochloride","Demeclocycline","54680690","D0R9WP",464.9,961
"Diethylenetriaminepentaacetic acid","Diethylenetriaminepentaacetic acid","3053","D03WLI",393.35,481
"Diclofenac sodium","Diclofenac","3033","D0TG1H",296.1,304
"DL-erythro-Dihydrosphingosine","DL-erythro-Dihydrosphingosine","6603822",NA,301.5,200
"R-(-)-Desmethyldeprenyl Hydrochloride","Desmethyldeprenyl","200718",NA,173.25,171
"2,2-Bipyridyl","2,2-Bipyridyl","1474",NA,156.18,120
"Isoguvacine hydrochloride","Isoguvacine","3765","D03KEK",127.14,151
"Guvacine hydrochloride","Guvacine","3532","D0V7RG",127.14,151
"(±)-AMPA hydrobromide","AMPA","1221","D0G1UE",186.17,284
"Muscimol hydrobromide","Muscimol","4266","D0Z8IJ",114.1,141
"Guanabenz Acetate","Guanabenz Acetate","5702062",NA,291.13,259
"gamma-D-Glutamylaminomethylsulfonic acid","gamma-D-Glutamylaminomethylsulfonic acid","21217027",NA,240.24,332
"GYKI 52466 hydrochloride","GYKI 52466","3538","D0A9VO",293.32,482
"Disopyramide","Disopyramide","3114","D0M4YC",339.5,409
"Daidzein","Daidzein","5281708","D0SY2M",254.24,382
"Dubinidine","Dubinidine","442897",NA,275.3,353
"Dicyclomine hydrochloride","Dicyclomine","3042","D07XJM",309.5,326
"3,4-Dichloroisocoumarin","3,4-Dichloroisocoumarin","1609","D0F3CA",215.03,273
"DBO-83","DBO-83","9926237","D0A4RM",297.6,226
"7,7-Dimethyl-(5Z,8Z)-eicosadienoic acid","7,7-Dimethyl-(5Z,8Z)-eicosadienoic acid","5312331",NA,336.6,353
"GYKI 52895","GYKI 52895","3539",NA,295.34,434
"Gr-89696 Fumarate","Gr-89696","3505","D0M7BW",414.3,530
"Dl-Homatropine Hydrobromide","Dl-Homatropine","5282593",NA,275.34,340
"(±)-Vanillylmandelic acid","Vanillylmandelic acid","1245","D0D8XF",198.17,205
"6-Hydroxymelatonin","6-Hydroxymelatonin","1864","D0S6SN",248.28,298
"Hexamethonium bromide","Hexamethonium bromide","5938",NA,362.19,121
"4-Hydroxy-3-methoxyphenylacetic acid","4-Hydroxy-3-methoxyphenylacetic acid","1738",NA,182.17,181
"Dephostatin","Dephostatin","2990",NA,168.15,165
"(Z)-Gugglesterone","Gugglesterone","6510278",NA,312.4,640
"Danazol","Danazol","28417","D09IPV",337.5,677
"N,N-Dihexyl-2-(4-fluorophenyl)indole-3-acetamide","N,N-Dihexyl-2-(4-fluorophenyl)indole-3-acetamide","132496","D0A0ED",436.6,522
"(R,R)-cis-Diethyl tetrahydro-2,8-chrysenediol","Diethyl tetrahydro-2,8-chrysenediol","446849","D04SEX",320.4,452
"Sp600125","Sp600125","8515","D02PVB",220.23,343
"MHPG piperazine","MHPG piperazine","2723890",NA,454.5,177
"Hypotaurine","Hypotaurine","107812",NA,109.15,55
"Hydralazine hydrochloride","Hydralazine","3637","D0K1XK",160.18,150
"4-Imidazolemethanol hydrochloride","4-Imidazolemethanol","1745",NA,98.1,57
"Hexamethonium dichloride","Hexamethonium","3604","D0YN5P",202.38,121
"Hydrocortisone 21-hemisuccinate sodium","Hydrocortisone 21-hemisuccinate","16623",NA,462.5,908
"6-Hydroxy-DL-DOPA","6-Hydroxy-DL-DOPA","107794",NA,213.19,235
"3,4-Dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid","547","D04UPU",168.15,168
"*(S)Dcebio","Dcebio","656765","D0I6MA",231.08,249
"1-Deoxynojirimycin hydrochloride","1-Deoxynojirimycin","29435","D0S5LT",163.17,132
"L-3,4-Dihydroxyphenylalanine","3,4-Dihydroxyphenylalanine","6047","D08HVR",197.19,209
"Dipyridamole","Dipyridamole","3108","D0F9GE; D0R4NR",504.6,561
"Doxazosin Mesylate","Doxazosin Mesylate","62978",NA,547.6,770
"DL-threo-beta-hydroxyaspartic acid","DL-threo-beta-hydroxyaspartic acid","443239","D0JT2N",149.1,156
