"cid","tid","TARGETID","UNIPROID","TARGNAME","GENENAME","TARGTYPE","BIOCLASS"
119,"D04QAC; D0C9XA","T51452","GBRA2_HUMAN","GABA(A) receptor alpha-2 (GABRA2)","GABRA2","Successful target","Neurotransmitter receptor"
119,"D04QAC; D0C9XA","T38200","S6A11_HUMAN","GABA transporter-3 (SLC6A11)","SLC6A11","Clinical trial target",NA
119,"D04QAC; D0C9XA","T64382",NA,"Gamma-aminobutyric acid receptor (GAR)",NA,NA,NA
750,"D0M8AB","T22285","NMDE1_HUMAN","Glutamate receptor ionotropic NMDA 2A (NMDAR2A)","GRIN2A","Successful target","Glutamate-gated ion channel"
5816,"D04PHC","T44068","ADRB1_HUMAN","Adrenergic receptor beta-1 (ADRB1)","ADRB1","Successful target","GPCR rhodopsin"
4581,"D0L9YS","T84631","FA10_HUMAN","Coagulation factor Xa (F10)","F10","Successful target","Peptidase"
5610,"D0C5RZ","T99524","TAAR1_HUMAN","Trace amine-associated receptor-1 (TAAR1)","TAAR1","Successful target","GPCR rhodopsin"
896,"D0AN7B","T97613","MTR1A_HUMAN","Melatonin receptor type 1A (MTNR1A)","MTNR1A","Successful target","GPCR rhodopsin"
896,"D0AN7B","T75498","NQO2_HUMAN","Quinone reductase 2 (NQO2)","NQO2","Successful target","Diphenol donor oxidoreductase"
774,"D04USC","T77913","HRH1_HUMAN","Histamine H1 receptor (H1R)","HRH1","Successful target","GPCR rhodopsin"
305,"D08DAE","T55815","ACHA2_HUMAN","Neuronal acetylcholine receptor alpha-2 (CHRNA2)","CHRNA2","Successful target","Neurotransmitter receptor"
33032,"D00ENY","T69494",NA,"N-methyl-D-aspartate receptor (NMDAR)",NA,NA,NA
7028,"D00HHS","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
60961,"D06IAR","T86679","AA2BR_HUMAN","Adenosine A2b receptor (ADORA2B)","ADORA2B","Successful target","GPCR rhodopsin"
3100,"D01FGR","T77913","HRH1_HUMAN","Histamine H1 receptor (H1R)","HRH1","Successful target","GPCR rhodopsin"
3100,"D01FGR","T17448","HNMT_HUMAN","Histamine N-methyltransferase (HNMT)","HNMT","Successful target","Methyltransferase"
5281969,"D0A9PS","T76685","CNR1_HUMAN","Cannabinoid receptor 1 (CB1)","CNR1","Successful target","GPCR rhodopsin"
47811,"D04JCN","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
47811,"D04JCN","T22118","DRD1_HUMAN","Dopamine D1 receptor (D1R)","DRD1","Successful target","GPCR rhodopsin"
5195,"D0Y8AN","T83011","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","MAOB","Successful target","CH-NH(2) donor oxidoreductase"
2327,"D0X8ED","T62193","DDC_HUMAN","Aromatic-L-amino-acid decarboxylase (DDC)","DDC","Successful target","Carbon-carbon lyase"
3373,"D0D5GD","T75440","TSPO_HUMAN","Translocator protein (TSPO)","TSPO","Successful target","Cholesterol/porphyrin uptake translocator"
3373,"D0D5GD","T26368","GBRA5_HUMAN","GABA(A) receptor alpha-5 (GABRA5)","GABRA5","Successful target","Ligand-gated ion channel"
3373,"D0D5GD","T62292","GBRA3_HUMAN","GABA(A) receptor alpha-3 (GABRA3)","GABRA3","Successful target","Neurotransmitter receptor"
3373,"D0D5GD","T51452","GBRA2_HUMAN","GABA(A) receptor alpha-2 (GABRA2)","GABRA2","Successful target","Neurotransmitter receptor"
3373,"D0D5GD","T28722","GBRG3_HUMAN","GABA(A) receptor gamma-3 (GABRG3)","GABRG3","Successful target","Ligand-gated ion channel"
3348,"D01KPV","T77913","HRH1_HUMAN","Histamine H1 receptor (H1R)","HRH1","Successful target","GPCR rhodopsin"
5405,"D08SOF","T77913","HRH1_HUMAN","Histamine H1 receptor (H1R)","HRH1","Successful target","GPCR rhodopsin"
3957,"D06ABF","T77913","HRH1_HUMAN","Histamine H1 receptor (H1R)","HRH1","Successful target","GPCR rhodopsin"
3035905,"D05FYA","T64765","HRH3_HUMAN","Histamine H3 receptor (H3R)","HRH3",NA,"GPCR rhodopsin"
3035905,"D05FYA","T26500","HRH4_HUMAN","Histamine H4 receptor (H4R)","HRH4","Clinical trial target","GPCR rhodopsin"
3689,"D0I0DL","T76414","NMDE2_HUMAN","Glutamate receptor ionotropic NMDA 2B (NMDAR2B)","GRIN2B","Successful target","Glutamate-gated ion channel"
3689,"D0I0DL","T22839","CELA1_HUMAN","Pancreatic elastase 1 (CELA1)","CELA1","Successful target","Peptidase"
4418,"D04DKH","T92609","ADA1A_HUMAN","Adrenergic receptor alpha-1A (ADRA1A)","ADRA1A","Successful target","GPCR rhodopsin"
6278000,"D01EVA","T27137","GRM1_HUMAN","Metabotropic glutamate receptor 1 (mGluR1)","GRM1","Discontinued target","GPCR glutamate"
3025961,"D0IO8J","T99347","GRM5_HUMAN","Metabotropic glutamate receptor 5 (mGluR5)","GRM5","Clinical trial target","GPCR glutamate"
3025961,"D0IO8J","T27137","GRM1_HUMAN","Metabotropic glutamate receptor 1 (mGluR1)","GRM1","Discontinued target","GPCR glutamate"
5866327,"D0H6BG","T27137","GRM1_HUMAN","Metabotropic glutamate receptor 1 (mGluR1)","GRM1","Discontinued target","GPCR glutamate"
5218788,"D05TFE","T99347","GRM5_HUMAN","Metabotropic glutamate receptor 5 (mGluR5)","GRM5","Clinical trial target","GPCR glutamate"
5311432,"D0Q6VH","T99347","GRM5_HUMAN","Metabotropic glutamate receptor 5 (mGluR5)","GRM5","Clinical trial target","GPCR glutamate"
2477,"D0U2OO","T78709","5HT1A_HUMAN","5-HT 1A receptor (HTR1A)","HTR1A","Successful target","GPCR rhodopsin"
4927,"D0T2XU","T77913","HRH1_HUMAN","Histamine H1 receptor (H1R)","HRH1","Successful target","GPCR rhodopsin"
23190,"D0I7TN","T38528",NA,"AdoHcy hydrolase (SAHase)",NA,"Literature-reported target",NA
4011,"D03KQF","T21945","SC6A2_HUMAN","Norepinephrine transporter (NET)","SLC6A2","Successful target","Neurotransmitter:sodium symporter"
2170,"D09IOI","T21945","SC6A2_HUMAN","Norepinephrine transporter (NET)","SLC6A2","Successful target","Neurotransmitter:sodium symporter"
6321424,"D09YHJ","T16047","Q25634_ONCVO","Onchocerca Glutamate-gated chloride channel (Onchoc GluCl)","Onchoc GluCl","Successful target","Ion transport"
107759,"D06UXW","T46185","ACM2_HUMAN","Muscarinic acetylcholine receptor M2 (CHRM2)","CHRM2","Successful target","GPCR rhodopsin"
107759,"D06UXW","T36059","AA3R_HUMAN","Adenosine A3 receptor (ADORA3)","ADORA3","Clinical trial target","GPCR rhodopsin"
3213,"D00DNY","T96144","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","TOP2A; TOP2B","Successful target","ATP-hydrolyzing DNA topoisomerase"
5280373,"D0S9YX","T13260","CP19A_HUMAN","Aromatase (CYP19A1)","CYP19A1","Successful target","Paired donor oxygen oxidoreductase"
5280373,"D0S9YX","T72841","ERR1_HUMAN","Estrogen-related receptor-alpha (ESRRA)","ESRRA","Successful target","Nuclear hormone receptor"
5280373,"D0S9YX","T16514","FAS_HUMAN","Fatty acid synthase (FASN)","FASN","Successful target","Acyltransferase"
5280373,"D0S9YX","T01943","Q965D7_PLAFA","Plasmodium Beta-hydroxyacyl-ACP dehydratase (Malaria FabZ)","Malaria FabZ","Clinical trial target",NA
3180,"D04QLR","T39716","SCN5A_HUMAN","Voltage-gated sodium channel alpha Nav1.5 (SCN5A)","SCN5A","Successful target","Voltage-gated ion channel"
3366,"D0S5WG","T52227","TYSY_CANAL","Candida Thymidylate synthase (Candi TMP1)","Candi TMP1","Successful target","Methyltransferase"
3463,"D05VIX","T28692","LIPL_HUMAN","Lipoprotein lipase (LPL)","LPL","Successful target","Carboxylic ester hydrolase"
54678486,"D0E3OF","T11843","VKOR1_HUMAN","Vitamin K epoxide reductase complex 1 (VKORC1)","VKORC1","Successful target","Short-chain dehydrogenases reductase"
4893,"D0WV3U","T81183",NA,"Adrenergic receptor Alpha-1 (ADRA1)",NA,NA,"GPCR rhodopsin"
3822,"D08VRO","T75984",NA,"5-HT 2 receptor (5HT2R)",NA,NA,"GPCR rhodopsin"
3354,"D0ND2J","T79961","ACM5_HUMAN","Muscarinic acetylcholine receptor M5 (CHRM5)","CHRM5","Successful target","GPCR rhodopsin"
4634,"D0F5LH","T67684","ACM3_HUMAN","Muscarinic acetylcholine receptor M3 (CHRM3)","CHRM3","Successful target","GPCR rhodopsin"
3001055,"D0B8WN","T30985","HRH2_HUMAN","Histamine H2 receptor (H2R)","HRH2","Successful target","GPCR rhodopsin"
3440,"D0PQ3G","T93878","S12A1_HUMAN","Solute carrier family 12 member 1 (SLC12A1)","SLC12A1","Successful target","Cation-chloride cotransporter"
3152,"D0NS6H","T30082","ACES_HUMAN","Acetylcholinesterase (AChE)","ACHE","Successful target","Carboxylic ester hydrolase"
129211,"D05MBZ","T92609","ADA1A_HUMAN","Adrenergic receptor alpha-1A (ADRA1A)","ADRA1A","Successful target","GPCR rhodopsin"
4594,"D01XNB","T92687","ATP4A_HUMAN; ATP4B_HUMAN","Gastric H(+)/K(+) ATPase (Proton pump)","ATP4A; ATP4B","Successful target",NA
135398744,"D0Z7ZM","T07663","PDE5A_HUMAN","Phosphodiesterase 5A (PDE5A)","PDE5A","Successful target","Phosphoric diester hydrolase"
135398744,"D0Z7ZM","T24211","IC1_HUMAN","C1 esterase inhibitor (SERPING1)","SERPING1","Successful target","Serpin protein"
110635,"D05MQK","T07663","PDE5A_HUMAN","Phosphodiesterase 5A (PDE5A)","PDE5A","Successful target","Phosphoric diester hydrolase"
135400189,"D0C9SY","T07663","PDE5A_HUMAN","Phosphodiesterase 5A (PDE5A)","PDE5A","Successful target","Phosphoric diester hydrolase"
3125,"D03ZDX","T99566",NA,"Free radical (FRD)",NA,"Clinical trial target",NA
4386,"D03APP","T50066","CLCN2_HUMAN","Chloride channel protein 2 (CLC-2)","CLCN2","Successful target","Chloride channel"
4498,"D0RF2M","T59045","GABT_HUMAN","GABA transaminase (ABAT)","ABAT","Successful target","Transaminase"
4498,"D0RF2M","T62184","SC6A1_HUMAN","GABA transporter GAT-1 (SLC6A1)","SLC6A1","Successful target","Neurotransmitter:sodium symporter"
4498,"D0RF2M","T36059","AA3R_HUMAN","Adenosine A3 receptor (ADORA3)","ADORA3","Clinical trial target","GPCR rhodopsin"
4498,"D0RF2M","T38200","S6A11_HUMAN","GABA transporter-3 (SLC6A11)","SLC6A11","Clinical trial target",NA
4498,"D0RF2M","T64382",NA,"Gamma-aminobutyric acid receptor (GAR)",NA,NA,NA
2266,"D0E4WR","T27265","S5A1_HUMAN; S5A2_HUMAN; PORED_HUMAN","Oxo-5-alpha-steroid 4-dehydrogenase (SRD5A)","SRD5A1; SRD5A2; SRD5A3","Successful target","CH-CH donor oxidoreductase"
1150,"D08CJK","T83875","AOFA_HUMAN","Monoamine oxidase type A (MAO-A)","MAOA","Successful target","CH-NH(2) donor oxidoreductase"
1150,"D08CJK","T83011","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","MAOB","Successful target","CH-NH(2) donor oxidoreductase"
1150,"D08CJK","T32060","5HT2A_HUMAN","5-HT 2A receptor (HTR2A)","HTR2A","Successful target","GPCR rhodopsin"
1820,"D06BFH","T13348","APEX1_HUMAN","AP endonuclease 1 (APEX1)","APEX1","Clinical trial target","Alpha-carbonic anhydrase"
1649,"D0X5QJ","T06046","NOS3_HUMAN","Nitric-oxide synthase endothelial (NOS3)","NOS3","Clinical trial target","Paired donor oxygen oxidoreductase"
1649,"D0X5QJ","T16117","NOS1_HUMAN","Nitric-oxide synthase brain (NOS1)","NOS1","Clinical trial target","Paired donor oxygen oxidoreductase"
1649,"D0X5QJ","T02703","NOS2_HUMAN","Nitric-oxide synthase inducible (NOS2)","NOS2","Clinical trial target","Paired donor oxygen oxidoreductase"
31101,"D06YFA","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
4578,"D0B5BG","T24587","MGMT_HUMAN","O-6-methylguanine-DNA-alkyltransferase (MGMT)","MGMT","Clinical trial target","Methyltransferase"
6834,"D08VXO","T77913","HRH1_HUMAN","Histamine H1 receptor (H1R)","HRH1","Successful target","GPCR rhodopsin"
108107,"D02ACL","T52173","SCNNA_HUMAN; SCNNB_HUMAN; SCNNG_HUMAN; SCNND_HUMAN","Amiloride-sensitive sodium channel (ENaC)","SCNN1A; SCNN1B; SCNN1G; SCNN1D","Successful target","Epithelial sodium channel"
108107,"D02ACL","T18978","PK2L1_HUMAN","Polycystic kidney disease 2-like 1 (TRPP2)","PKD2L1","Literature-reported target",NA
1868,"D0J3SN","T83875","AOFA_HUMAN","Monoamine oxidase type A (MAO-A)","MAOA","Successful target","CH-NH(2) donor oxidoreductase"
1868,"D0J3SN","T83011","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","MAOB","Successful target","CH-NH(2) donor oxidoreductase"
1868,"D0J3SN","T32060","5HT2A_HUMAN","5-HT 2A receptor (HTR2A)","HTR2A","Successful target","GPCR rhodopsin"
174174,"D0RG3O","T79961","ACM5_HUMAN","Muscarinic acetylcholine receptor M5 (CHRM5)","CHRM5","Successful target","GPCR rhodopsin"
2471,"D0R7HO","T93878","S12A1_HUMAN","Solute carrier family 12 member 1 (SLC12A1)","SLC12A1","Successful target","Cation-chloride cotransporter"
5353454,"D0HJ1Y","T00140","LOX5_HUMAN","Arachidonate 5-lipoxygenase (5-LOX)","ALOX5","Successful target","Oxygenase"
6035,"D0M4MA","T94400","KTHY_MYCTU","Mycobacterium Thymidine monophosphate kinase (MycB tmk)","MycB tmk","Literature-reported target","Kinase"
2216,"D0MT0M","T31424",NA,"Adrenergic receptor Alpha-2 (ADRA2)",NA,NA,"GPCR rhodopsin"
1645,"D0K2PD","T06273","PARP1_HUMAN","Poly [ADP-ribose] polymerase 1 (PARP1)","PARP1","Successful target","Glycosyltransferases"
1720,"D03JTS","T06273","PARP1_HUMAN","Poly [ADP-ribose] polymerase 1 (PARP1)","PARP1","Successful target","Glycosyltransferases"
5770,"D0J4JM","T48873","VMAT2_HUMAN","Synaptic vesicle amine transporter (SLC18A2)","SLC18A2","Successful target","Major facilitator superfamily"
2284,"D01AJY","T42446","GABR1_HUMAN; GABR2_HUMAN","Gamma-aminobutyric acid B receptor (GABBR)","GABBR1; GABBR2","Successful target","GPCR glutamate"
5169,"D0VC0I","T66665","PGH2_HUMAN","Prostaglandin G/H synthase 2 (COX-2)","PTGS2","Successful target","Paired donor oxygen oxidoreductase"
5169,"D0VC0I","T65864","MK14_HUMAN","Stress-activated protein kinase 2a (p38 alpha)","MAPK14","Clinical trial target","Kinase"
5169,"D0VC0I","T10822","CDK8_HUMAN","Cyclin-dependent kinase 8 (CDK8)","CDK8","Clinical trial target","Kinase"
2369,"D03ROX","T44068","ADRB1_HUMAN","Adrenergic receptor beta-1 (ADRB1)","ADRB1","Successful target","GPCR rhodopsin"
2332,"D07SFI","T17758","UROK_HUMAN","Urokinase-type plasminogen activator (PLAU)","PLAU","Successful target","Peptidase"
2332,"D07SFI","T27602","TRY1_HUMAN","Cationic trypsinogen (PRSS1)","PRSS1","Successful target","Peptidase"
2332,"D07SFI","T31543","ST14_HUMAN","Suppressor of tumorigenicity 14 protein (ST14)","ST14","Patented-recorded target","Peptidase"
2332,"D07SFI","T53612","KLK6_HUMAN","Kallikrein-6 (KLK6)","KLK6","Literature-reported target","Peptidase"
9782,"D0CW1P","T40016","GCR_HUMAN","Glucocorticoid receptor (NR3C1)","NR3C1","Successful target","Nuclear hormone receptor"
9433,"D03TYI","T88975","PDE3A_HUMAN","Phosphodiesterase 3A (PDE3A)","PDE3A","Successful target","Phosphoric diester hydrolase"
169371,"D0D2RN","T89515","DEFM_HUMAN","Polypeptide deformylase (PDF)","PDF","Successful target","CH-NH donor oxidoreductase"
903,"D0F9ZW","T97613","MTR1A_HUMAN","Melatonin receptor type 1A (MTNR1A)","MTNR1A","Successful target","GPCR rhodopsin"
2207,"D00IGI","T77548","GRM8_HUMAN","Metabotropic glutamate receptor 8 (mGluR8)","GRM8","Literature-reported target","GPCR glutamate"
5283389,"D01ZHW","T72267","GPR18_HUMAN","N-arachidonyl glycine receptor (GPR18)","GPR18","Literature-reported target",NA
5283389,"D01ZHW","T18616","LPAR5_HUMAN","Lysophosphatidic acid receptor 5 (LPAR5)","LPAR5","Literature-reported target",NA
5281004,"D0Y7IU","T40016","GCR_HUMAN","Glucocorticoid receptor (NR3C1)","NR3C1","Successful target","Nuclear hormone receptor"
5087,"D07FHZ","T30823","MPIP1_HUMAN","M-phase inducer phosphatase 1 (MPIP1)","CDC25A","Literature-reported target","Phosphoric monoester hydrolase"
5087,"D07FHZ","T47941",NA,"Phosphodiesterase 4 (PDE4)",NA,NA,"Phosphoric diester hydrolase"
72172,"D0RA5Q","T03691","LKHA4_HUMAN","Leukotriene A-4 hydrolase (LTA4H)","LTA4H","Successful target","Ether bond hydrolase"
2921148,"D00MBG","T20578","PDE7B_HUMAN","Phosphodiesterase 7B (PDE7B)","PDE7B","Discontinued target","Phosphoric diester hydrolase"
9444,"D09FAZ","T92308",NA,"DNA [cytosine-5]-methyltransferase (DNMT)",NA,NA,NA
1795,"D0V5NZ","T82028","SL9A1_HUMAN","Sodium/hydrogen exchanger 1 (SLC9A1)","SLC9A1","Clinical trial target","Monovalent cation:proton antiporter-1"
1647,"D7ZXE5","T25637","LOXL2_HUMAN","Lysyl oxidase homolog 2 (LOXL2)","LOXL2","Clinical trial target",NA
5280443,"D00RIX","T26623","ALDR_HUMAN","Aldose reductase (AKR1B1)","AKR1B1","Successful target","Short-chain dehydrogenases reductase"
5280443,"D00RIX","T31595","NRAM_I33A0","Influenza Neuraminidase (Influ NA)","Influ NA","Successful target","Glycosylase"
5280443,"D00RIX","T13260","CP19A_HUMAN","Aromatase (CYP19A1)","CYP19A1","Successful target","Paired donor oxygen oxidoreductase"
5280443,"D00RIX","T89361","CDK6_HUMAN","Cyclin-dependent kinase 6 (CDK6)","CDK6","Successful target","Kinase"
5280443,"D00RIX","T44011","DHB1_HUMAN","Estradiol 17 beta-dehydrogenase 1 (17-beta-HSD1)","HSD17B1","Clinical trial target","CH-OH donor oxidoreductase"
5280443,"D00RIX","T51565","CSK21_HUMAN","Casein kinase II alpha (CSNK2A1)","CSNK2A1","Clinical trial target","Kinase"
5280443,"D00RIX","T92521","CP1B1_HUMAN","Cytochrome P450 1B1 (CYP1B1)","CYP1B1","Clinical trial target","Paired donor oxygen oxidoreductase"
5280443,"D00RIX","T46521","ANDR_HUMAN","Androgen receptor messenger RNA (AR mRNA)","AR","Clinical trial target","mRNA target"
5280443,"D00RIX","T04820","P90584_PLAFA","Plasmodium CDK Pfmrk (Malaria Pfmrk)","Malaria Pfmrk","Patented-recorded target","Kinase"
3038495,"D0EE6L","T02551","DRD3_HUMAN","Dopamine D3 receptor (D3R)","DRD3","Successful target","GPCR rhodopsin"
446727,"D0Z9LP","T30081","KITH_HUMAN","Thymidine kinase 1 (TK1)","TK1","Successful target","Kinase"
3654103,"D04TVG","T78709","5HT1A_HUMAN","5-HT 1A receptor (HTR1A)","HTR1A","Successful target","GPCR rhodopsin"
3654103,"D04TVG","T07806","5HT1B_HUMAN","5-HT 1B receptor (HTR1B)","HTR1B","Successful target","GPCR rhodopsin"
3654103,"D04TVG","T32060","5HT2A_HUMAN","5-HT 2A receptor (HTR2A)","HTR2A","Successful target","GPCR rhodopsin"
3654103,"D04TVG","T83813","5HT2C_HUMAN","5-HT 2C receptor (HTR2C)","HTR2C","Successful target","GPCR rhodopsin"
3654103,"D04TVG","T31204","5HT2B_HUMAN","5-HT 2B receptor (HTR2B)","HTR2B","Successful target","GPCR rhodopsin"
3654103,"D04TVG","T11072","5HT1D_HUMAN","5-HT 1D receptor (HTR1D)","HTR1D","Successful target","GPCR rhodopsin"
3654103,"D04TVG","T78656","5HT1F_HUMAN","5-HT 1F receptor (HTR1F)","HTR1F","Successful target","GPCR rhodopsin"
3654103,"D04TVG","T84117","5HT1E_HUMAN","5-HT 1E receptor (HTR1E)","HTR1E","Successful target","GPCR rhodopsin"
3654103,"D04TVG","T16691","5HT6R_HUMAN","5-HT 6 receptor (HTR6)","HTR6","Clinical trial target","GPCR rhodopsin"
104973,"D05QTJ","T11448","ADA2A_HUMAN","Adrenergic receptor alpha-2A (ADRA2A)","ADRA2A","Successful target","GPCR rhodopsin"
104973,"D05QTJ","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
1862,"D09CUJ","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
4768,"D0X2DK","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
1967,"D06XRQ","T00140","LOX5_HUMAN","Arachidonate 5-lipoxygenase (5-LOX)","ALOX5","Successful target","Oxygenase"
1935,"D0E6YQ","T30082","ACES_HUMAN","Acetylcholinesterase (AChE)","ACHE","Successful target","Carboxylic ester hydrolase"
57363,"D08IWD","T71390","S5A2_HUMAN","Steroid 5-alpha-reductase 2 (SRD5A2)","SRD5A2","Successful target","CH-CH donor oxidoreductase"
57363,"D08IWD","T27265","S5A1_HUMAN; S5A2_HUMAN; PORED_HUMAN","Oxo-5-alpha-steroid 4-dehydrogenase (SRD5A)","SRD5A1; SRD5A2; SRD5A3","Successful target","CH-CH donor oxidoreductase"
1367,"D07ANY","T57392","CP2D6_HUMAN","Debrisoquine 4-hydroxylase (CYP2D6)","CYP2D6","Successful target","Paired donor oxygen oxidoreductase"
1367,"D07ANY","T37848","CP3A4_HUMAN","Albendazole monooxygenase (CYP3A4)","CYP3A4","Clinical trial target","Paired donor oxygen oxidoreductase"
1646,"D09DLP","T87024","A4_HUMAN","Amyloid beta A4 protein (APP)","APP","Successful target","Amyloid beta-protein peptide"
444,"D0X4ZR","T27812","SC6A4_HUMAN","Serotonin transporter (SERT)","SLC6A4","Successful target","Neurotransmitter:sodium symporter"
444,"D0X4ZR","T21945","SC6A2_HUMAN","Norepinephrine transporter (NET)","SLC6A2","Successful target","Neurotransmitter:sodium symporter"
2303,"D01RAD","T82266",NA,"Voltage-gated L-type calcium channel (L-CaC)",NA,NA,"Voltage-gated ion channel"
123692,"D07CQD","T55959","SC6A3_HUMAN","Dopamine transporter (DAT)","SLC6A3","Successful target","Neurotransmitter:sodium symporter"
1697,"D03QTP","T59328","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","EGFR","Successful target","Kinase"
2265,"D07QCE","T97713","PUR1_HUMAN","Amidophosphoribosyltransferase (PPAT)","PPAT","Successful target","Short-chain dehydrogenases reductase"
135398513,"D0B5MP","T37847","DPOL_HHV11","Herpes simplex virus DNA polymerase UL30 (HSV UL30)","HSV UL30","Successful target","DNA polymerase type-B"
135398513,"D0B5MP","T91442","DPOL_VZVD","Varicella-zoster virus DNA polymerase (VZV ORF28)","VZV ORF28","Successful target","Kinase"
2457,"D0A4AB","T83875","AOFA_HUMAN","Monoamine oxidase type A (MAO-A)","MAOA","Successful target","CH-NH(2) donor oxidoreductase"
2457,"D0A4AB","T83011","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","MAOB","Successful target","CH-NH(2) donor oxidoreductase"
37459,"D0O7DA","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
37459,"D0O7DA","T22118","DRD1_HUMAN","Dopamine D1 receptor (D1R)","DRD1","Successful target","GPCR rhodopsin"
