"name","cleanm","cid","tid","MolecularWeight","Complexity","inSmall","structCluster","pharma","night1_sleep","day1_sleep","night2_sleep","day2_sleep","night1_sleepBout","day1_sleepBout","night2_sleepBout","day2_sleepBout","night1_sleepLength","day1_sleepLength","night2_sleepLength","day2_sleepLength","night1_sleepLatency","day1_sleepLatency","night2_sleepLatency","day2_sleepLatency","night1_averageActivity","day1_averageActivity","night2_averageActivity","day2_averageActivity","night1_averageWaking","day1_averageWaking","night2_averageWaking","day2_averageWaking","daymean_averageWaking","nightmean_averageWaking"
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",-0.18156,-0.51019,0.043554,-0.29886,0.67642,-0.23389,0.27902,-0.062308,-0.36238,-0.13506,-0.14335,-0.12888,-0.11021,0.48366,0.063104,0.217,-0.011512,0.45835,-0.245,0.076146,-0.15315,0.16024,-0.31701,-0.13636,0.013471,-0.28403
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",-0.96047,-0.44741,-0.47062,-0.82054,0.20718,-0.0067884,-0.054823,-0.78028,-0.48332,-0.13107,-0.50004,-0.1358,0.85149,0.1758,0.25484,0.74286,0.90055,0.72704,0.39709,0.63456,0.012436,0.6161,0.099422,0.16204,0.4409,0.066608
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.3491,-0.40153,-0.017147,-0.28244,-0.18352,-0.58666,0.27676,-0.47945,0.10359,-0.097496,-0.19535,0.0024967,-0.17688,-0.30559,-0.11434,0.31745,-0.32927,0.31556,0.26651,0.88927,-0.35278,0.18206,0.43113,0.88891,0.61958,-0.15565
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.25594,-0.84776,-0.39166,-0.70946,0.21341,-0.91565,-0.56753,-0.80254,-0.066038,-0.46096,-0.091676,-0.37912,-0.047674,-0.31536,-0.051313,0.11247,-0.24903,0.77731,0.65521,0.41087,-0.18646,0.4792,0.62796,0.10496,0.32791,0.0563
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.54409,0.20447,0.017103,0.11982,0.40095,0.33528,0.38565,0.0080678,0.045743,0.08316,-0.16959,0.13294,-0.30551,-0.2533,0.11562,-0.5003,-0.57809,-0.01927,-0.13564,0.35833,-0.41937,0.16963,-0.19531,0.50141,0.3698,-0.40925
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.29914,0.6534,0.69144,0.21365,0.082658,0.51057,0.089944,0.039835,0.19057,0.42123,0.724,0.27835,-0.20689,-0.34804,-0.2049,-0.16105,0.14195,-0.13329,-0.23483,0.22935,0.30892,0.46718,0.33684,0.46244,0.50566,0.39975
"Control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.40698,-0.78275,-0.18597,-0.2835,-0.14586,-0.81645,0.0085442,-0.51435,0.2296,-0.48025,-0.16417,0.090277,-0.30549,0.81756,0.98711,0.27872,-0.3314,0.062305,0.42711,-0.19502,-0.1332,-0.27681,0.60381,-0.31365,-0.31498,0.24179
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",-1.7233,-0.3041,-0.21202,2.2397,-2.6704,-0.80646,-1.4363,0.31942,0.48381,0.086225,0.97609,6.0528,2.187,7.0148,1.4468,-0.099855,3.4664,-0.92839,0.33719,-1.4999,2.8617,-1.3881,-0.10718,-1.7193,-1.659,1.6225
"Control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.95,-0.25703,0.19844,0.22073,-0.14307,-0.50793,0.48802,0.14007,0.34441,0.12302,-0.11752,0.017416,-0.42419,-0.50786,-0.24752,0.67241,-0.85512,0.19986,0.26121,0.25945,-0.49454,0.14308,0.19892,0.49779,0.37396,-0.0088442
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",1.2891,2.2037,1.546,2.8314,-0.70727,0.0051896,-0.27267,0.66785,0.89554,2.1932,0.65744,2.3882,-0.51963,-0.34524,-0.32049,-0.3814,-0.87799,-1.2387,0.45991,-1.3023,0.74635,0.72816,2.0957,1.4568,1.2689,2.191
"Control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.81147,0.36581,-0.0033467,0.95505,0.026241,0.48485,0.66731,0.59516,0.61219,-0.066692,-0.2523,0.65658,-0.32258,-0.30111,-0.0014698,-0.40597,-0.81242,-0.39874,0.28931,-0.50177,-0.72007,-0.27911,0.44135,0.10288,-0.083887,-0.29302
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",-0.14229,-0.36714,-0.64874,0.040292,0.17099,0.069791,-0.69355,0.80359,-0.2074,-0.10882,-0.38532,-0.39175,-0.21452,-0.18585,0.4688,0.28221,1.0578,0.1788,0.99279,-0.65303,1.7718,0.17885,0.58278,-0.87886,-0.38135,1.5541
"Control","control",NA,NA,NA,NA,FALSE,NA,"Control",-1.017,-0.26647,-1.131,0.4699,-0.61379,0.48614,-2.1413,-0.11972,-0.40977,-0.27313,-0.28811,1.9078,0.20457,1.7177,3.4276,-0.09719,6.8102,0.34655,7.1255,-0.051989,7.115,-0.026933,4.7555,-0.070812,-0.059404,7.2862
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",1.2093,1.9175,1.2081,2.4946,-1.2825,-0.22092,-0.94605,-0.34835,2.9604,2.6917,1.5807,6.9029,-0.19157,-0.26916,-0.33842,-0.41819,-0.93423,-1.223,-0.64298,-1.419,-0.37512,-0.78099,0.34277,-0.62414,-0.78076,0.015644
"Control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.60598,0.61344,0.43618,1.5226,-0.18866,-0.062368,0.22997,-0.1048,0.0095603,0.1551,-0.039867,1.1179,-0.35435,-0.32361,-0.45919,-0.38134,-0.45459,0.068316,-0.26865,-0.4824,-0.29075,0.53848,-0.14893,0.59437,0.6103,-0.24766
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",-2.5794,-0.34223,0.57843,2.1913,-2.9569,-1.329,-2.8701,-1.4104,-0.2542,0.090176,-0.0043205,52.609,10.853,3.8671,2.4867,1.7549,4.0519,-0.61829,-0.2631,-1.5175,2.0375,-1.0384,-0.86726,-1.4218,-1.3164,0.65627
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",0.28903,1.877,1.2735,2.0298,0.0024988,-0.015454,-1.2594,0.18742,-0.041054,0.71093,0.29665,1.2754,-0.25464,-0.29203,-0.38828,-0.41261,0.024596,-0.37376,-0.34933,-0.18908,0.28029,1.2397,0.46802,1.3145,1.3768,0.42708
"Control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.3662,2.0057,1.8193,2.1054,-2.133,-1.5296,-2.6798,-1.3257,10.533,7.0276,6.3562,5.5466,-0.35531,-0.28952,-0.34827,-0.23304,-0.96404,-1.2938,-1.1937,-1.1951,1.9154,0.19511,3.5516,1.029,0.67328,2.9554
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",1.0797,1.2865,0.47872,0.85931,-1.1855,-0.90075,-1.1152,-0.91616,2.2735,2.1319,1.6234,2.3119,-0.30015,-0.10421,0.12335,-0.39304,-0.71267,-0.46006,0.083661,-0.30548,0.84728,2.6343,1.2028,1.1399,2.0801,1.1547
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",0.90008,0.32705,0.41286,0.58881,-0.8257,-0.22591,0.23883,0.031551,1.065,0.32542,0.031254,0.40548,-0.27046,-0.27756,-0.4508,-0.31304,-0.51818,0.21947,-0.36608,0.23355,1.1634,0.89155,-0.1095,1.2368,1.1718,0.85585
"Control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.5856,2.0234,1.6024,1.97,-1.9063,-0.27745,-0.52499,0.38774,4.1056,4.5936,3.2708,2.7241,-0.27452,-0.26325,-0.44665,-0.45019,-0.64596,-0.91998,-0.7885,-1.1214,3.4636,1.9813,2.6945,0.89336,1.5268,3.7426
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",-0.056592,0.54041,1.5562,2.3718,-0.055224,0.50186,-0.20042,0.79761,-0.04385,0.28203,1.838,1.9072,-0.26932,-0.35207,-0.20902,-0.47884,0.78188,0.62447,-0.5922,-1.0667,1.7523,1.2339,1.8644,0.94845,1.1569,2.1928
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",1.2045,2.6523,2.0461,3.0661,-0.8188,-0.3894,-0.54527,-0.34593,1.5972,5.0966,3.121,6.7397,-0.35778,-0.38975,-0.45961,-0.42426,-0.79108,-1.7661,-0.82824,-1.9145,0.42985,-0.45691,2.8866,-0.17796,-0.33734,1.9887
"Control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.81185,1.6227,1.8141,2.2443,-0.40131,0.12009,-0.66976,0.89776,0.42796,1.9041,1.8618,1.9956,-0.38955,-0.30525,-0.57956,-0.38299,0.33379,-0.18749,-0.56215,-0.93305,3.8811,2.778,3.2902,0.69844,1.9044,4.6212
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",0.66469,0.24574,0.64198,0.93448,-0.15914,-0.4203,-0.42629,0.017907,0.4578,1.3692,0.75287,5.0743,-0.25777,-0.022394,0.56456,-0.3017,-0.749,-0.20152,-0.37752,-0.75421,-0.70234,-0.034215,0.15565,-0.35716,-0.22813,-0.3933
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",0.027464,-0.24249,0.035644,0.55829,0.45666,-0.33498,0.61042,-0.030006,-0.31716,-0.11559,-0.28043,0.79417,-0.30775,0.3449,-0.20614,-0.27513,-0.40391,0.44005,-0.19467,0.035742,-0.6839,0.52473,-0.40607,0.5415,0.60021,-0.71186
"Control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.040042,0.63729,0.46732,0.35576,0.055817,1.1682,0.63905,0.76085,-0.085976,-0.1159,0.035779,-0.111,-0.022779,-0.29299,-0.23135,-0.49486,0.53824,-0.51581,-0.60474,-0.67321,0.54929,-0.17229,-0.39062,-0.40432,-0.33358,0.11589
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.57321,0.53952,0.61235,0.44741,-0.37558,1.03,0.42303,0.58707,0.24559,-0.1167,0.4693,-0.1046,-0.16849,-0.069094,-0.30896,-0.3643,-0.01914,-0.56255,-0.78724,-0.36576,1.0099,-0.32598,-0.48491,-0.1711,-0.2436,0.35091
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",0.44814,0.92442,0.51818,0.20973,-0.20151,0.8325,0.37067,0.24866,0.23296,-0.092742,0.36181,-0.10266,-0.23406,-0.076091,-0.32266,-0.43657,-0.4662,-0.6886,-0.55552,-0.39635,-0.22694,-0.22966,-0.16274,-0.13566,-0.17265,-0.23943
"Control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.1988,0.75064,0.75403,0.39981,-0.25497,0.34392,0.067493,-0.27267,0.57681,0.76932,0.74444,0.81691,-0.47052,-0.31145,-0.27822,-0.051768,-0.76451,-0.67635,-0.62081,0.0092518,-0.70266,-0.32201,-0.13099,0.49812,0.11118,-0.65278
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.4187,2.3868,2.0399,2.6098,-0.72335,0.72931,-0.64691,0.98094,1.7779,3.1477,4.4745,2.3257,-0.541,-0.37005,-0.43201,-0.49631,-0.79153,-1.4665,-1.5845,-1.4279,-0.75833,-0.89891,-0.58161,-0.71933,-0.91971,-0.85697
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",1.4485,2.1042,2.3074,2.638,-0.65984,0.80451,-0.91391,0.33475,1.2293,2.1863,3.8882,3.3324,-0.25323,-0.32708,-0.47739,-0.49014,-0.64211,-1.1933,-1.5393,-1.1484,-0.19915,-0.048784,0.50199,0.43423,0.22601,0.0017027
"Control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.61496,0.55008,0.49171,1.177,0.31953,0.60573,0.31912,0.82947,0.16457,0.24891,0.22188,0.73194,-0.26324,-0.40798,-0.15645,-0.48483,-0.68084,-0.37744,-0.05579,-0.42888,-0.70828,-0.14375,0.47986,0.18509,0.027193,-0.27877
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.55796,0.11659,0.22967,0.97353,0.31213,-0.11046,0.28215,0.53449,0.14126,0.38705,0.067751,0.98228,-0.3196,-0.33064,-0.27572,-0.37531,-0.5364,0.086442,-0.19528,0.0041343,-0.29461,0.30255,0.007262,0.88544,0.65462,-0.21392
"control?","control",NA,NA,NA,NA,FALSE,NA,"Control",0.6735,0.20804,0.03726,0.92331,0.16408,0.37034,0.25258,1.0881,0.27961,-0.023423,-0.092629,0.41424,-0.23859,-0.35384,-0.12664,-0.54316,-0.71144,-0.39759,-0.14701,-0.64935,-0.69396,-0.36692,-0.24388,-0.33576,-0.38182,-0.63681
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.53731,0.59621,0.14062,1.112,0.59478,0.39758,0.90141,0.88112,-0.025336,0.43827,-0.20819,0.92418,-0.32617,0.07763,-0.32464,-0.41912,-0.36271,-0.17074,-0.17503,-0.30536,0.092912,0.45354,0.073947,0.41444,0.46206,0.093707
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.0921,0.47068,0.32283,0.40525,-0.70022,-0.017515,0.56479,0.37666,0.84936,0.60782,-0.098012,0.27115,-0.48782,-0.46494,-0.21249,-0.38809,-0.93853,-0.16591,-0.3309,-0.091765,-0.70009,0.11973,-0.12442,0.18875,0.17873,-0.38156
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.97524,0.78671,0.67582,0.83968,0.14928,0.29046,-0.021518,0.47474,0.47022,-0.025898,0.50877,0.58553,-0.40663,-0.30713,-0.36092,-0.34331,-0.85372,-0.47052,-0.28375,-0.46675,-0.67765,-0.055384,0.31896,-0.026231,-0.036705,-0.32388
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.81835,0.33361,0.22778,0.37935,0.16375,0.29571,0.3229,0.46084,0.54295,-0.070351,-0.0038456,0.12005,-0.34059,-0.31315,-0.31536,-0.16875,-0.83808,-0.31666,0.040805,-0.5869,-0.85894,-0.14562,0.42776,-0.48653,-0.33714,-0.3988
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.21606,-0.45194,-0.36754,-0.22261,0.62806,-0.29777,0.32828,-0.13317,-0.080493,-0.30938,-0.38753,-0.064192,-0.36254,-0.17173,0.28627,-0.10671,-0.26765,0.97395,0.64108,0.48298,-0.12731,0.91638,0.5708,0.33136,0.65188,0.31145
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.39133,0.045519,0.16203,0.67199,0.74563,0.20434,1.0314,0.40926,-0.10366,-0.18171,-0.29321,0.45383,-0.37088,-0.3631,0.09483,-0.28687,-0.43982,0.33996,0.12143,0.035927,-0.36361,0.65699,0.30294,0.37219,0.55607,-0.0045798
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.94949,0.63661,0.42538,0.50129,-0.69132,0.19566,-0.15046,0.47493,0.20885,0.090449,-0.014196,0.084776,-0.46403,-0.40257,-0.42696,-0.2579,-0.48309,-0.26351,-0.15031,-0.13758,0.3345,0.15911,0.079731,0.11489,0.14851,0.23589
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.52807,0.31769,0.26692,0.1999,-0.19574,-0.30632,0.17331,-0.052955,0.0062273,0.23391,-0.064096,0.093195,-0.52386,-0.36112,-0.47853,-0.42742,-0.39867,0.098879,-0.1145,0.21639,-0.13399,0.21239,0.083978,0.34918,0.30083,-0.026135
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.1044,0.83533,0.59318,0.53312,-1.1975,-0.19523,-0.20498,0.045838,1.4698,0.58673,0.19246,0.45352,-0.26621,-0.3194,-0.26112,-0.29353,-0.8242,-0.55825,-0.31243,-0.24083,0.28712,-0.23456,0.64557,0.084231,-0.083115,0.48991
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.0646,0.88321,0.80485,0.63356,-1.0176,-0.021408,-0.17489,0.17442,1.1364,0.64536,0.24313,0.61907,-0.30864,-0.37619,-0.43542,-0.36768,-0.78647,-0.60031,-0.53642,-0.20499,0.44888,0.1143,0.38381,0.54502,0.36266,0.50675
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.91823,1.1204,0.066955,1.0273,-0.31746,0.46311,0.029481,0.25248,0.68214,0.83727,0.0189,1.1764,-0.27973,-0.33861,-0.1226,-0.46247,-0.88594,-0.77962,-0.009243,-0.41204,-0.61791,-0.16033,-0.043836,0.18212,0.010161,-0.40676
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.7285,1.1336,0.32256,0.7693,0.19159,0.66978,0.66509,0.34265,0.2876,0.70249,-0.093045,0.70214,-0.30574,-0.39379,-0.34295,-0.39697,-0.70964,-0.49291,-0.23486,0.24223,-0.50839,0.22446,-0.031125,0.72858,0.50269,-0.33172
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.7647,0.21548,0.05327,-0.21588,-0.13146,0.063203,0.49261,-0.37411,0.38646,0.050028,-0.21784,-0.093111,-0.26231,-0.30314,0.89031,0.0095531,-0.88003,0.33701,-0.21689,1.1499,-1.0653,0.43105,-0.48543,1.0971,0.87609,-1.0221
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.849,0.8631,0.46572,0.84044,-0.34596,0.36184,0.02138,0.70611,0.69957,0.55387,0.20659,0.6296,-0.17597,-0.1976,-0.54778,-0.38299,-0.88946,-0.65515,-0.31889,-0.51336,-1.0045,-0.206,-0.24267,-0.18714,-0.22069,-0.83694
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.15737,0.06272,0.027359,0.131,0.22061,0.0047222,0.19122,-0.18082,-0.20453,-0.13791,-0.12797,0.23692,0.13163,-0.28989,-0.24142,0.11832,-0.07761,0.033854,0.10603,-0.13125,0.11142,0.057289,0.40576,-0.038981,-0.0027389,0.22448
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",-0.2389,0.15053,-0.38195,-0.1254,-0.10593,-0.14639,0.061683,-0.42529,0.01442,0.10699,-0.3627,-0.059921,-0.067105,-0.21742,0.24708,0.38772,0.69448,-0.0010734,0.73207,0.51866,0.87224,0.39363,0.76274,0.68968,0.63004,0.95655
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.029072,0.0095195,-0.067568,0.034493,0.1088,0.41286,0.076097,0.69682,-0.1545,-0.1289,-0.14415,-0.12548,0.10836,-0.23702,-0.18342,-0.38062,0.006427,-0.34285,0.1231,-0.26997,-0.066936,-0.44551,0.095693,-0.22633,-0.33953,0.014301
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.17608,0.037306,0.075572,0.0032731,0.26016,0.13638,0.55395,0.59164,-0.034651,-0.12135,-0.26343,-0.12256,-0.015493,-0.32098,-0.26331,-0.25705,-0.19924,-0.19977,-0.14694,-0.047098,-0.15595,-0.36065,-0.12255,-0.12008,-0.22441,-0.17087
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.37146,0.041257,-0.10201,0.25256,0.36424,0.061928,0.6953,0.3089,0.084982,-0.056588,-0.4136,-0.049853,-0.33545,-0.26653,-0.26057,-0.45446,-0.3726,0.13026,0.40192,0.1793,-0.25435,0.10172,0.63655,0.35907,0.26596,0.00058003
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",-0.20245,0.83759,-0.27543,0.65258,0.078452,0.57892,-0.0046693,0.65354,-0.15559,0.55306,-0.302,0.24415,0.83914,-0.32708,0.062139,-0.13574,0.9166,-0.33309,0.72594,-0.11481,0.90161,0.13997,0.76638,0.2216,0.2071,1.0448
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.56258,-0.32997,0.011606,0.12643,0.097462,-0.36589,0.18605,0.2259,0.31082,-0.080359,-0.11711,0.077702,-0.25268,-0.36544,-0.23099,-0.35508,-0.49612,0.14995,0.43542,-0.13185,-0.27,-0.02643,0.7023,-0.10885,-0.074773,0.15827
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.52715,-0.37866,-0.1075,0.11453,0.31213,-0.58125,0.0086248,-0.0010085,0.33077,-0.21366,-0.13165,0.011655,-0.2562,-0.29391,0.041081,0.22225,-0.713,0.13246,0.041977,0.0067099,-0.76979,-0.23384,-0.27075,-0.1097,-0.18512,-0.70651
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.84623,0.9324,-0.086949,1.0734,-0.85465,0.58243,0.38192,0.6266,1.1868,0.65718,-0.19548,1.0883,-0.37443,-0.37143,-0.30851,-0.36107,-0.59463,-0.74221,0.18833,-0.71664,-0.15307,-0.45311,0.2915,-0.37734,-0.44169,0.06464
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.351,1.7447,1.4025,1.837,-1.1234,-0.2491,-0.79608,0.27201,1.7712,2.4486,1.84,2.3243,-0.50196,-0.44913,-0.30006,-0.45362,-1.1032,-1.0391,-0.86629,-0.9728,-0.71654,0.58505,1.1817,0.60182,0.68455,0.79924
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.1858,1.5397,0.49981,1.5708,-0.9653,0.33774,-1.248,0.49327,1.8555,0.027339,1.5917,2.0769,-0.36161,-0.21483,0.35798,-0.34891,-0.80841,-1.0044,-0.07037,-1.0489,0.096698,-0.40571,0.54209,-0.29264,-0.36793,0.33957
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.4153,0.96061,1.0378,1.0401,-1.2531,-0.082581,-0.82302,0.37788,2.0387,1.0534,1.7703,1.4382,-0.40424,-0.22392,-0.36865,-0.39266,-0.96259,-0.80185,-0.52596,-0.88561,0.57545,-0.41772,0.36452,-0.3706,-0.44183,0.57576
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.1089,1.3153,0.059845,0.63322,-1.3002,0.18158,-0.74943,0.41837,0.57254,0.35947,0.0033854,0.22065,-0.3045,-0.36309,0.58508,-0.39122,-0.59088,-0.67865,-0.1186,-0.28233,0.056463,-0.061348,-0.091292,0.061607,-0.0017743,-0.01874
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.0591,1.3786,0.89109,1.0254,-1.0356,-0.64513,-0.84438,-0.71138,1.6597,2.2206,1.4915,1.7939,-0.35955,-0.038459,-0.36877,-0.35207,-0.85251,-0.90254,-0.83587,-0.48163,0.56541,-0.021492,-0.46576,0.50398,0.26518,0.24499
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.4285,1.7747,1.0734,0.9179,-1.3896,0.26075,-0.058422,0.09673,2.5158,2.1351,1.2402,1.3743,-0.17566,-0.37091,-0.34727,-0.49522,-0.94612,-0.91165,-0.54531,-0.35307,0.37324,0.19208,0.60724,0.12105,0.16612,0.59254
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.2319,1.4018,0.78475,1.0308,-1.2385,0.25755,-0.041451,0.48397,2.1072,1.3953,0.61584,0.98571,-0.40319,-0.21448,-0.38888,-0.37986,-0.97423,-0.85928,-0.59394,-0.62842,-0.51418,-0.14116,0.16583,-0.1263,-0.15009,-0.25733
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.60847,0.11948,0.31087,0.46663,-0.80663,-0.4675,-0.21466,0.18195,0.61435,0.57174,0.39661,0.60551,-0.19357,0.35431,-0.016975,0.13401,-0.26031,-0.21102,-0.46428,-0.49323,-0.26391,0.022705,-0.45439,-0.14499,-0.088866,-0.3636
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.36257,0.86576,0.064272,0.83413,-0.78427,0.22525,-0.34939,0.12976,0.97978,-0.049783,0.8241,-0.063535,-0.21949,-0.25101,-0.23135,-0.0052606,-0.51197,-0.75726,-0.58313,-0.83756,-0.044767,-0.20511,-0.77367,-0.63129,-0.50846,-0.48549
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",0.97519,1.2907,0.81306,1.5692,-0.43756,0.40972,-0.23559,0.36491,0.91388,1.4658,1.0309,2.0247,-0.40592,-0.34466,-0.40427,0.016148,-0.50965,-0.66567,-0.62202,-0.59528,-0.13993,0.014742,-0.18983,0.23786,0.14688,-0.1867
"control","control",NA,NA,NA,NA,FALSE,NA,"Control",1.2528,1.0335,0.45139,1.0555,-1.0351,0.1049,-0.2723,-0.15077,1.7138,1.2723,0.93187,1.9521,-0.33016,-0.38091,-0.063276,-0.117,-0.84315,-0.80761,-0.082437,-0.64108,0.084551,-0.46915,0.57082,-0.062248,-0.28327,0.35319
"CONTROL","control",NA,NA,NA,NA,FALSE,NA,"Control",-0.34937,-0.41973,-0.034223,-0.12706,0.50782,-0.18273,-0.34242,0.088533,-0.46726,-0.40811,0.060306,-0.34286,0.28222,-0.33443,0.32674,0.024686,0.17339,0.2331,0.25273,-0.21305,-0.18492,-0.042347,0.088269,-0.38426,-0.22455,-0.061178
"CONTROL","control",NA,NA,NA,NA,FALSE,NA,"Control",-0.068041,-0.038528,0.06873,0.21769,-0.13235,0.19616,-0.18013,0.47381,-0.054958,-0.18306,0.15506,-0.035748,-0.2329,-0.39573,-0.33431,0.15569,0.011156,-0.2585,0.11774,-0.36211,-0.084771,-0.22628,0.28711,-0.1673,-0.20867,0.11926
"CONTROL","control",NA,NA,NA,NA,FALSE,NA,"Control",-0.24632,0.23769,0.58527,0.9072,0.25329,0.67408,0.53662,1.064,-0.23866,-0.14755,0.26127,0.24263,-0.14444,0.030112,-0.27382,-0.43245,0.16761,-0.25452,-0.43843,-0.84201,0.071401,-0.2391,0.13865,-0.40644,-0.34119,0.12679
"CONTROL","control",NA,NA,NA,NA,FALSE,NA,"Control",-0.26431,-0.62154,-0.071499,-0.16748,-0.17863,-0.49273,-0.05166,0.09673,-0.19036,-0.40768,0.0091385,-0.3418,-0.15485,-0.19193,-0.16581,0.31534,0.13861,0.67653,0.011235,-0.094821,-0.091841,0.15607,-0.028864,-0.25337,-0.049882,-0.073805
"CONTROL","control",NA,NA,NA,NA,FALSE,NA,"Control",0.19529,-0.31576,0.5267,-0.25307,0.26872,-0.07509,0.13767,0.21149,-0.017809,-0.43512,0.45797,-0.42732,-0.25891,0.35544,0.465,0.11611,-0.3844,0.025947,-0.69762,-0.37344,-0.36804,-0.20609,-0.47911,-0.53245,-0.38981,-0.51282
"CONTROL","control",NA,NA,NA,NA,FALSE,NA,"Control",-0.22179,-0.39526,0.30304,0.37937,0.49239,0.20047,0.13767,1.0353,-0.40846,-0.5095,0.17907,-0.20201,-0.040377,0.21283,-0.17445,-0.21684,0.043319,0.37737,-0.3135,-0.52441,-0.12346,0.014163,-0.12941,-0.37607,-0.19009,-0.15333
"CONTROL","control",NA,NA,NA,NA,FALSE,NA,"Control",0.28689,0.0073386,0.37404,0.094058,0.25329,0.50617,0.26614,0.62957,0.061709,-0.28191,0.14821,-0.28483,-0.21208,-0.11522,-0.33431,-0.1377,-0.30459,0.11222,-0.31871,-0.22027,-0.069383,0.11421,0.0483,-0.19598,-0.042055,-0.013888
"CONTROL","control",NA,NA,NA,NA,FALSE,NA,"Control",-0.32974,-0.33717,-0.17978,-0.46944,0.39984,0.045467,0.043005,-0.1287,-0.36166,-0.45601,-0.21533,-0.46112,-0.2433,0.77205,0.054541,0.81751,0.07025,0.42651,0.0043282,-0.16073,-0.26319,0.101,-0.27812,-0.43218,-0.17324,-0.32821
"Antibiotic A-23187","Antibiotic A-23187","11957499",NA,523.6,873,FALSE,298,"CHA-CA-",1.9725,3.4065,2.7481,3.7991,-3.6659,-1.9356,-4.0337,-1.7343,0,223.52,0,334.45,0,2.5015,0,0.9955,-1.2346,-1.6313,-1.7985,-1.6233,-2.8831,-2.1981,0,0,-2.2786,-3.2887
"Flunarizine","Flunarizine","941361","D05CEU",404.5,487,FALSE,256,"CHA-CA-",1.9725,3.3986,2.7481,3.7967,-3.6659,-1.9006,-4.0337,-1.7255,0,200.01,0,311.97,0,2.5015,0,0.89328,-1.2344,-1.6301,-1.7968,-1.6226,-2.9376,-1.9329,0,-0.80105,-2.0528,-3.3527
