"name","cleanm","cid","tid","nfingerprints","library","concentration","MolecularWeight","Complexity","inSmall","structCluster","pharma","day1_sleep","day2_sleep","day1_sleepBout","day2_sleepBout","day1_sleepLength","day2_sleepLength","day1_sleepLatency","day2_sleepLatency","day1_averageActivity","day2_averageActivity","day1_averageWaking","day2_averageWaking","daymean_averageWaking","night1_sleep","night2_sleep","night1_sleepBout","night2_sleepBout","night1_sleepLength","night2_sleepLength","night1_sleepLatency","night2_sleepLatency","night1_averageActivity","night2_averageActivity","night1_averageWaking","night2_averageWaking","nightmean_averageWaking"
"QX-314/Lidocaine N-ethyl bromide quaternary salt","QX-314/Lidocaine N-ethyl bromide quaternary salt",9884487,"D0C4JX",2,"Ion Channel/LOPAC","15 uM/10 uM",343.3,"268/268",FALSE,"403/403","CHA-NA-/CHA-NA-",0.579355,0.33907,0.348717,0.629265,0.49575,0.1284,0.0685525,-0.157395,-0.404245,-0.56387,0.04923,-0.368155,-0.202065,0.15553,1.2506,-0.263456,-0.42443,0.62094,2.4438,-0.08603,-0.240935,-0.1293465,-0.978485,0.06046,-0.01809,0.0209145
"NPPB/5-Nitro-2-(3-phenylpropylamino)benzoic acid/5-Nitro-2-Phenylpropylaminobenzoic Acid [Nppb]","NPPB/5-Nitro-2-(3-phenylpropylamino)benzoic acid/5-Nitro-2-Phenylpropylaminobenzoic Acid [Nppb]",4549,"D08DQL",3,"Ion Channel/LOPAC/Spectrum","15 uM/10 uM/30 uM",300.31,"377/377/377",FALSE,"464/464/464","CHA-CL-/CHA-CL-/CHA-CL-",1.33359333333333,1.69654,-0.52918,-0.304004666666667,56.06535,91.93267,0.899559666666667,1.07409,-0.937693333333333,-1.26085,-0.776901666666667,-1.16243,-1.03507333333333,1.05109066666667,1.63536333333333,-1.64129333333333,-1.44846533333333,0.432736,1.24841666666667,-0.166416666666667,-0.21862,-0.870793333333333,-1.29535333333333,-1.43821666666667,-1.377963,-1.76402666666667
"Diltiazem/L-cis-Diltiazem/Diltiazem hydrochloride/Diltiazem hydrochloride/DILTIAZEM HYDROCHLORIDE","Diltiazem/Diltiazem/Diltiazem/Diltiazem/DILTIAZEM",39186,"D0OB1J",5,"Ion Channel/Ion Channel/LOPAC/Prestwick/Spectrum","15 uM/15 uM/10 uM/15 uM/30 uM",414.5,"565/565/565/565/565",FALSE,"870/870/870/870/870","CHA-CA-/CHA-CA/CHA-CA-/CHA-CA-/CHA-CA-",0.505188,0.50781,0.251778,0.2892292,0.3834652,0.2661192,0.00866799999999999,-0.268766,-0.119094,-0.481692,0.278804,-0.238694,0.00393000000000003,0.2849552,0.573074,0.066872,-0.05464414,0.1222022,0.777176,-0.21382956,-0.20221,-0.294344,-0.345584,-0.19153228,0.162498,-0.04822808
"Methoxy Verapamil","Methoxy Verapamil",6603929,NA,1,"Ion Channel","15 uM",484.6,"639",TRUE,"621","CHA-CA-",2.5207,2.0318,0.029029,0.87325,4.4421,1.638,-0.28411,-0.53089,-1.1662,-1.0122,0.82367,0.032743,0.47754,1.7578,2.1506,-1.5807,-0.92113,2.3977,4.9257,-0.52338,-0.20258,-0.70909,-1.4483,0.02921,1.1138,0.41099
"Diazoxide/Diazoxide/Diazoxide","Diazoxide/Diazoxide/Diazoxide",3019,"D07WEP",3,"Ion Channel/LOPAC/Prestwick","15 uM/10 uM/15 uM",230.67,"360/360/360",FALSE,"827/827/827","CHA-K-/CHA-K-/CHA-K-",0.04061,0.121596666666667,-0.130636666666667,0.08627,0.175556666666667,0.2161313,-0.225869133333333,-0.295716666666667,-0.00831733333333334,-0.156869333333333,0.037668,-0.0805566666666667,-0.0335933333333333,0.9034,0.45294,-0.494503333333333,0.14609,0.621891333333333,0.275966666666667,-0.326163333333333,0.09988,-0.674313333333333,-0.326673333333333,-0.268376266666667,-0.146666666666667,-0.273682
"Phenytoin/Phenytoin sodium/5,5-Diphenylhydantoin/diphenylhydantoin (phenytoin)","Phenytoin/Phenytoin/5,5-Diphenylhydantoin/diphenylhydantoin (phenytoin)",1775,"D0E4DW",4,"Ion Channel/LOPAC/LOPAC/Randall Peterson","15 uM/10 uM/10 uM/?",252.27,"350/350/350/350",FALSE,"106/244/106/106","CHA-CA-/CHA-CA-/CHA-CA-/CHA-CA-",0.395615,0.34184525,0.41208525,0.7163025,-0.00687325,-0.0854575,-0.19769025,-0.2609955,0.112754,-0.1282925,0.5194025,0.02445,0.2872305,0.16167125,0.484745,0.57209375,0.135745,-0.229918,0.4149575,-0.17151125,0.00283499999999999,0.0115605,0.276245,0.201175,0.920321,0.522265
"Amantidine/Amantadine hydrochloride/Adamantamine fumarate/amantadine/AMANTADINE HYDROCHLORIDE","Amantidine/Amantadine/Adamantamine/amantadine/AMANTADINE",2130,"D02KRS",5,"Ion Channel/LOPAC/Prestwick/Randall Peterson/Spectrum","15 uM/10 uM/15 uM/?/30 uM",151.25,"144/144/144/144/144",FALSE,"48/48/48/48/48","DOPA-/DOPA-/DOPA-/DOPA-/DOPA-",0.117882,0.3842204,0.100899,0.548514,-0.01234,0.14278186,-0.0963582,-0.290564,0.013446,-0.416952,0.050201,-0.2898254,-0.1456676,0.405848,0.607462,0.0493036,-0.0357248,0.20125,0.954282,-0.284106,-0.1600092,-0.480134,-0.619708,-0.5191296,-0.338118,-0.541191
"Bepridil/Bepridil hydrochloride/Bepridil Hydrochloride","Bepridil/Bepridil/Bepridil",2351,"D0Y4JJ",3,"Ion Channel/LOPAC/Prestwick","15 uM/10 uM/15 uM",366.5,"382/382/382",TRUE,"500/500/500","CHA-CA-/CHA-CA-/CHA-CA-",-0.0539,0.58945,-0.0958766666666667,-0.560206666666667,-0.0199433333333333,17.62937,0.78955,0.390638,-0.0484733333333333,-0.370706666666667,-0.04779,-0.417848866666667,-0.266231,-0.66358,0.219856666666667,-0.55158,-1.65299833333333,-0.391557,15.6937133333333,1.03552,0.494272666666667,1.66232333333333,2.00763666666667,1.60197,1.44835666666667,1.770675
"Glyburide/Glibenclamide/Glibenclamide/glybenclamide/GLYBURIDE","Glyburide/Glibenclamide/Glibenclamide/glybenclamide/GLYBURIDE",3488,"D05LYX",5,"Ion Channel/LOPAC/Prestwick/Randall Peterson/Spectrum","15 uM/10 uM/15 uM/?/30 uM",494,"746/746/746/746/746",FALSE,"730/730/730/730/730","CHA-K-/CHA-K-/CHA-K-/CHA-K-/CHA-K-",-0.0423682,-0.0773,-0.07494,0.044348,0.23231,-0.023836,0.079442,0.125208,0.449832,0.11164082,0.669906,0.0861486,0.367802,-0.1039302,0.370792,0.3711968,0.1404572,-0.2120092,0.27307374,0.135204,-0.281102,-0.214526,-0.31372,-0.1772964,-0.065982,-0.208784
"Tolbutamide/Tolbutamide/Tolbutamide/Tolbutamide/TOLBUTAMIDE","Tolbutamide/Tolbutamide/Tolbutamide/Tolbutamide/TOLBUTAMIDE",5505,"D06OIV",5,"Ion Channel/LOPAC/Prestwick/Randall Peterson/Spectrum","15 uM/10 uM/15 uM/?/30 uM",270.35,"354/354/354/354/354",FALSE,"730/730/730/730/730","ESTR-/ESTR-/ESTR-/ESTR-/ESTR-",0.4645062,0.8077308,0.3744716,0.551192,0.3720428,0.4891538,-0.296576,-0.2573536,-0.041006,-0.3410068,0.2651274,-0.1356784,0.06461776,0.2590766,0.54861738,-0.1948614,-0.70698,0.1856012,1.2807338,-0.1512592,-0.050178,-0.2457,-0.292635,-0.0562934,0.323738,0.102512
"Grayanotoxin III","Grayanotoxin III",11057730,"D0YA8J",1,"Ion Channel","15 uM",370.5,"623",FALSE,"729","CHA-NA",0.90637,0.1066,0.30523,0.021682,0.96713,0.10511,-0.39144,0.046079,-0.078405,0.33824,0.89478,0.53942,0.77514,0.21748,0.38359,-0.18382,-0.46451,0.10469,0.93979,-0.30903,0.0075379,-0.43254,-0.4498,-0.46185,0.064856,-0.30811
"Niflumic acid /Niflumic acid/Niflumic Acid/NIFLUMIC ACID","Niflumic acid/Niflumic acid/Niflumic Acid/NIFLUMIC ACID",4488,"D00HGB",4,"NA/Prestwick/LOPAC/Spectrum","?/15 uM/10 uM/30 uM",282.22,"349/349/349/349",TRUE,"518/518/518/518","SY-PG-/SY-PG-/SY-PG-/SY-PG-",0.514715,0.85031175,0.106715,0.356003,2.839916325,22.48223,0.2668275,0.08877425,-0.15306,-0.478488,0.0531375,-0.27904,-0.197675,-0.27052225,0.32714275,-0.5965585,-0.6318675,1.9079275,0.3603125,0.5324025,-0.1002925,0.39850075,-0.38565,0.10069325,-0.6873325,-0.27795
"nialamide/Nialamide/Nialamide","nialamide/Nialamide/Nialamide",4472,NA,3,"EOP/LOPAC/Prestwick","?/10 uM/15 uM",298.34,"350/350/350",FALSE,"432/432/432","NEURT-/NEURT-/NEURT-",0.534867666666667,0.626573333333333,0.225006666666667,0.605446666666667,0.609715666666667,0.436406666666667,0.117576666666667,-0.127613333333333,-0.065384,-0.324806666666667,0.36915,0.054649,0.232900966666667,0.336303,0.0736933333333333,0.0225933333333334,-0.0483033333333333,0.337020033333333,-0.01991,-0.0861866666666667,-0.0117733333333333,-0.298263333333333,0.162336666666667,0.0168196666666667,0.384123333333333,0.215400666666667
"iproniazid-not available/IPRONIAZID SULFATE","iproniazid/IPRONIAZID",3748,"D08CNS",2,"EOP/Spectrum","?/30 uM",179.22,"164/164",FALSE,"NA/432","BLANK/NEURT-",0.174095,0.294595,-0.180757,0.032665,0.392445,0.49521,-0.18227,-0.08414,0.168435,0.3607465,0.257755,0.65621,0.49914,0.4839,-0.3464,-0.38808,-0.1036745,0.458245,-0.26642,-0.204985,-0.101898,-0.343885,0.56981,0.304055,0.699355,0.491358
"phenelzine/Phenelzine sulfate/PHENELZINE SULFATE","phenelzine/Phenelzine/PHENELZINE",3675,"D0P9AC",3,"EOP/Prestwick/Spectrum","?/15 uM/30 uM",136.19,"77/77/77",TRUE,"442/442/442","NEURT-/NEURT-/NEURT-",1.3129,1.47356666666667,0.114607666666667,0.245746666666667,1.58815,3.47006,-0.298376666666667,-0.435903333333333,-1.02934666666667,-1.10297333333333,-0.744656666666667,-0.550076666666667,-0.68718,0.23254,-0.120694666666667,-0.222588666666667,-0.0832129333333333,0.490656666666667,-0.0270433333333333,-0.32504,0.347966666666667,-0.334249666666667,0.314496666666667,-0.180299566666667,0.375886666666667,0.103646333333333
"trazodone/Trazodone hydrochloride/Trazodone Hydrochloride/Trazodone Hydrochloride","trazodone/Trazodone/Trazodone/Trazodone",5533,"D00USF",4,"EOP/LOPAC/Prestwick/Spectrum","?/10 uM/15 uM/30 uM",371.9,"611/611/611/611",TRUE,"871/871/871/871","5HT+/5HT+/5HT+/5HT+",1.867375,1.982025,0.749435,0.8165775,1.1521945,1.658335,-0.36078,-0.429085,-1.148255,-1.2205525,-0.7857175,-0.8934375,-0.906175,0.68432,1.4433125,0.0196,-0.4453415,0.49531,1.67468175,-0.29497225,-0.5421125,-0.00883999999999999,-0.52252,1.5323675,1.6950425,1.7831775
"mirtazapine","mirtazapine",4205,"D05ZIK",1,"EOP","?",265.35,"345",FALSE,"262","ADR-A-2-",0.85604,0.843,0.31265,0.42474,1.0485,0.84194,-0.18262,-0.43328,-0.21125,1.2784,0.10086,1.4601,0.84558,0.28792,0.050286,-0.050298,0.13842,0.14361,-0.098472,-0.45026,-0.25714,1.2673,10.456,4.8154,11.582,8.9631
"modafinil-- not available/Modafinil/MODAFINIL","modafinil/Modafinil/MODAFINIL",4236,"D07HQC",3,"EOP/Adrenergic/Spectrum","?/15 uM/30 uM",273.4,"302/302/302",FALSE,"NA/460/460","Control/UN/UN",0.701116666666667,0.31863,0.137371,0.148495,0.498003333333333,0.163812,-0.13947,-0.411103333333333,-0.237093,0.011708,0.10869,0.312316,0.239026666666667,0.8144,0.198230666666667,-0.727416666666667,-0.296933333333333,1.18223666666667,0.399438,-0.324273333333333,0.29861,-0.535783333333333,0.2213,0.329393333333333,0.716396666666667,0.561703333333333
"nomifensine/Nomifensine maleate/Nomifensine maleate","nomifensine/Nomifensine/Nomifensine",4528,"D06BPG",3,"EOP/LOPAC/Prestwick","?/10 uM/15 uM",238.33,"272/272/272",FALSE,"795/795/795","DOPA-/DOPA-/DOPA-",0.804412,0.2643127,0.307250666666667,0.538153333333333,1.57467533333333,0.02833,-0.16545,-0.398123333333333,-0.814453333333333,-0.69826,-0.877256666666667,-0.813766666666667,-0.910783333333333,0.410637666666667,-0.0579266666666667,0.353773333333333,0.485951333333333,0.412064333333333,-0.17438,-0.05691,-0.279422666666667,-0.379396666666667,0.25157,-0.163486,0.295946666666667,0.0184833333333333
"buproprion","buproprion",3031061,NA,1,"EOP","?",320.65,"247",FALSE,"106","ADR+",1.8304,1.3484,-0.072048,0.46424,3.0381,2.0954,-0.21324,-0.39388,-0.8278,-0.32198,0.092555,0.72404,0.44153,0.5904,0.21184,-0.36089,-0.51906,0.81693,0.27083,-0.25035,-0.045085,-0.36771,0.0013547,0.37691,0.32515,0.39348
"citalopram/Citalopram Hydrobromide/Citalopram Hydrobromide","citalopram/Citalopram/Citalopram",2771,"D0R6LF; D0Y5DO",3,"EOP/LOPAC/Prestwick","?/10 uM/15 uM",324.4,"466/466/466",FALSE,"751/751/751","5HTU-/5HTU-/5HTU-",1.41116666666667,1.81663333333333,-0.208574333333333,0.21978,2.18567,3.20388666666667,-0.161836666666667,-0.31102,-0.71029,-0.975316666666667,0.715533333333333,-0.041802,0.316154933333333,0.900503333333333,1.87036666666667,-0.929551,-1.25893333333333,1.65539,2.83853333333333,-0.0707233333333333,-0.304711666666667,-0.619666666666667,-1.01862333333333,0.888835333333333,0.836828666666667,0.6688
"""(R)""-fluoxetine/fluoxetine/(S)-fluoxetine/fluoxetine/S-(+)-Fluoxetine Hydrochloride/*(D)R-(-)-Fluoxetine Hydrochloride/Fluoxetine hydrochloride/Fluoxetine Hydrochloride/FLUOXETINE/FLUOXETINE","fluoxetine/fluoxetine/fluoxetine/fluoxetine/Fluoxetine/Fluoxetine/Fluoxetine/Fluoxetine/FLUOXETINE/FLUOXETINE",3386,"D0TR5X",10,"EOP/EOP/EOP/Randall Peterson/LOPAC/LOPAC/LOPAC/Prestwick/Prestwick/Spectrum","?/?/?/?/10 uM/10 uM/10 uM/15 uM/15 uM/30 uM",309.33,"308/308/308/308/308/308/308/308/308/308",TRUE,"335/335/335/335/335/335/335/335/335/335","5HTU-/5HTU-/5HTU-/5HTU-/5HTU-/5HTU-/5HTU-/5HTU-/5HTU-/5HTU-",1.205877,1.902363,0.3810136,0.2107648,18.1471397,31.550845,0.126045,0.165071,-0.823653,-1.332727,-0.3739428,-0.845283,-0.815772,0.6540196,1.2749055,-0.8727135,-0.8260991,2.7715511,6.76665376,-0.2084003,0.0048457,0.4275702,-0.0288899999999999,2.057728,0.390012,1.2872267
"fluvoxamine/Fluvoxamine Maleate/Fluvoxamine maleate/Fluvoxamine Maleate","fluvoxamine/Fluvoxamine/Fluvoxamine/Fluvoxamine",5324346,"D03HFG",4,"EOP/NA/Opioid/Prestwick","?/?/15 uM/15 uM",318.33,"327/327/327/327",TRUE,"613/613/613/613","5HTU-/5HTU-/5HTU-/5HTU-",1.752175,2.495975,0.4234375,0.4032575,2.1827075,4.100875,-0.245715,-0.4245925,-1.085835,-1.406,-0.5679425,-0.717845,-0.7193375,1.308525,1.8889125,-1.129585,-1.265364,2.01025,3.4684,-0.303215,-0.252845,-0.7546625,-1.2982475,0.3020825,0.06467525,0.1195575
"paroxetine/Paroxetine Hydrochloride Hemihydrate (Mw = 374.83)/Paroxetine Hydrochloride/PAROXETINE HYDROCHLORIDE","paroxetine/Paroxetine/Paroxetine/PAROXETINE",43815,"D06GDY",4,"EOP/LOPAC/Prestwick/Spectrum","?/10 uM/15 uM/30 uM",329.4,"402/402/402/402",TRUE,"818/818/818/818","5HTU-/5HTU-/5HTU-/5HTU-",1.6951875,1.481335,-0.092075,0.39288,2.47263,1.752308175,-0.2418275,-0.3873775,-0.69055,-0.5993675,0.5697525,0.30269,0.504325,0.8522925,1.112775,-0.822755,-0.8597625,1.406245,1.5283,-0.21761975,-0.2981025,-0.311651025,0.3800475,2.078995,2.900456,2.6631225
"zimeldine/*(D)Zimelidine Dihydrochloride/Zimelidine Dihydrochloride Monohydrate","zimeldine/Zimelidine/Zimelidine",5365247,"D0C1XS",3,"EOP/LOPAC/Prestwick","?/10 uM/15 uM",317.22,"293/293/293",TRUE,"683/683/683","5HTU-/5HTU-/5HTU-",1.8239,2.27043333333333,-0.191404,0.087925,2.63932333333333,2.96156666666667,-0.181456666666667,-0.326726666666667,-1.27088333333333,-1.52546666666667,-0.38114,-0.810383333333333,-0.662156666666667,1.17533333333333,1.97063333333333,-1.10911333333333,-1.61536666666667,1.75413333333333,4.3114,-0.189632333333333,-0.2359,-0.828773333333333,-1.3698,0.7169,0.904523333333333,0.8232
"tianeptine","tianeptine",68870,"D06CVT",1,"EOP","?",437,"654",FALSE,"709","NaN",1.5853,1.0317,-0.31267,-0.48326,2.6779,2.8039,-0.31814,-0.2597,-0.48471,0.29553,1.1648,2.3633,2.0493,1.0091,0.65773,-0.86243,-0.62859,0.97642,0.42436,-0.29693,-0.27087,-0.41546,-0.16588,2.0116,0.42009,1.1532
"protriptyline/Protriptyline hydrochloride/Protriptyline Hydrochloride","protriptyline/Protriptyline/Protriptyline",4976,"D00MYQ",3,"EOP/LOPAC/Prestwick","?/10 uM/15 uM",263.4,"296/296/296",FALSE,"40/40/40","ADR-/ADR-/ADR-",1.06133666666667,1.82353333333333,0.902683333333333,1.0689,0.504906,8.86591333333333,-0.09652,-0.34252,-0.740173333333333,-1.25973333333333,-0.363833333333333,-0.947756666666667,-0.778933333333333,0.652906666666667,1.22482333333333,-0.0683366666666667,-0.383223666666667,0.279182333333333,1.14231,-0.205254333333333,-0.44817,-0.306563333333333,-0.209912666666667,0.5306,0.751243333333333,0.712083333333333
"nefazodone","nefazodone",4449,"D0X7DE",1,"EOP","?",470,"649",FALSE,"871","5HTU-",1.9272,3.0094,0.62671,-0.14128,0.14038,31.364,0.21457,0.12779,-1.6236,-1.8693,-2.038,-2.1036,-2.2256,0.63531,2.5355,-0.52381,-2.7936,3.6123,55.567,0.16671,1.5629,-0.84657,-2.0403,-1.0946,-2.2332,-1.8662
"valproic acid/Valproic acid sodium","valproic acid/Valproic acid",3121,"D0Y3KG",2,"EOP/LOPAC","?/10 uM",144.21,"93/93",FALSE,"776/776","GABA+/GABA+",0.560765,-0.2369945,0.569115,0.027895,-0.0824925,-0.22317,-0.29456,-0.18357,0.194059,1.27879,0.42227,1.22797,0.93756,0.877635,0.19278,-0.729925,-0.146065,1.777955,0.21661,-0.298055,0.236705,-0.70556,1.05567,-0.50966,1.26881,0.386775
"carbamazepine/carbamazepine/Carbamazepine/Carbamazepine/CARBAMAZEPINE","carbamazepine/carbamazepine/Carbamazepine/Carbamazepine/CARBAMAZEPINE",2554,"D04MSM",5,"EOP/Randall Peterson/LOPAC/Prestwick/Spectrum","?/?/10 uM/15 uM/30 uM",236.27,"326/326/326/326/326",FALSE,"767/767/767/767/767","CHA-NA-/CHA-NA-/CHA-NA-/CHA-NA-/CHA-NA-",0.2722642,0.370128,0.135144,0.4244494,0.1338674,4.8469442,-0.261397,-0.180614,-0.163366,-0.1856968,-0.0061028,-0.041608,-0.07201,0.4848768,0.4422742,0.0795942,-0.057864,0.22134126,0.3303206,-0.306658,0.0998366,-0.4817905,-0.443896,-0.353456,-0.215166,-0.342896
"lamotrigine/Lamotrigine","lamotrigine/Lamotrigine",3878,"D03FLC",2,"EOP/LOPAC","?/10 uM",256.09,"242/242",FALSE,"82/82","CHA-NA-/CHA-NA-",0.469707,0.931855,0.399435,0.99258,-0.2583495,0.37017,-0.22697,-0.32809,-0.370345,-0.603925,-0.078515,-0.34236,-0.2356675,0.586285,0.497175,-0.12201,0.088195,0.75617,0.3434925,-0.333305,0.134069,-0.67322,-0.659795,-0.44954,-0.649465,-0.658875
"gabapentin/Gabapentin/Gabapentin","gabapentin/Gabapentin/Gabapentin",3446,"D0J0ZS",3,"EOP/LOPAC/Prestwick","?/10 uM/15 uM",171.24,"162/162/162",FALSE,"778/778/778","GABA+/GABA+/GABA+",0.678243333333333,0.654836666666667,0.50762,0.828286666666667,-0.0392413333333333,0.303311,-0.23757,-0.216862666666667,-0.375754333333333,-0.436886666666667,-0.0809696666666667,-0.177086666666667,-0.13306,0.81698,0.394906666666667,-0.03407,0.104486666666667,0.719143333333333,0.345921666666667,-0.340596666666667,-0.0537866666666667,-0.641566666666667,-0.211016666666667,-0.179459666666667,0.095275,-0.0803743333333333
"oxcarbazepine/OXCARBAZEPINE","oxcarbazepine/OXCARBAZEPINE",34312,"D0QL3P",2,"EOP/Spectrum","?/30 uM",252.27,"382/382",FALSE,"767/767","CHA-NA-/CHA-NA-",0.37749,0.609945,-0.57474,-0.09978,-0.22787,0.86715,-0.077485,-0.162057,0.32477,0.07614,0.75155,0.54129,0.726535,0.650475,0.2925845,-0.16044,-0.36968,0.724765,0.575805,-0.292865,0.108195,-0.504545,0.10018,0.02059,0.810635,0.34017
"prochlorperazine","prochlorperazine",4917,"D0B2UZ",1,"EOP","?",373.9,"429",FALSE,"29","DOPA-",3.4442,3.9221,-1.8195,-1.9801,136.44,185.62,2.6572,1.5169,-1.7998,-1.7981,-2.1977,-1.2681,-1.836,1.1954,2.9315,-1.04,-4.4614,3.6055,0,-0.26709,0,-1.0948,-1.7553,-1.5611,-2.3811,-2.4998
"thioridazine/Thioridazine hydrochloride/Thioridazine HCl/Thioridazine Hydrochloride/THIORIDAZINE/THIORIDAZINE /THIORIDAZINE HYDROCHLORIDE","thioridazine/Thioridazine/Thioridazine/Thioridazine/THIORIDAZINE/THIORIDAZINE/THIORIDAZINE",5452,"D0U1OE",7,"EOP/LOPAC/Dopaminergic/Prestwick/Prestwick/NA/Spectrum","?/10 uM/15 uM/15 uM/15 uM/?/30 uM",370.6,"432/432/432/432/432/432/432",TRUE,"728/728/728/728/728/728/728","CHA-CA-/CHA-CA-/CHA-CA-/CHA-CA-/CHA-CA-/CHA-CA-/CHA-CA-",1.86292,2.23147914285714,-0.605331428571429,-0.90652,35.0854355714286,75.1450352857143,0.898756,0.518364285714286,-1.05077428571429,-1.10894714285714,-0.953652857142857,-0.801551,-0.999238571428571,0.589912857142857,1.80515285714286,-1.32201428571429,-2.26405285714286,12.9062589285714,46.1448554285714,3.39999428571429,1.15977571428571,-0.0537367142857143,-0.296344285714286,0.624587142857143,-0.69629,-0.0272085714285714
"triflupromazine/Triflupromazine hydrochloride/Triflupromazine Hydrochloride/TRIFLUPROMAZINE HYDROCHLORIDE","triflupromazine/Triflupromazine/Triflupromazine/TRIFLUPROMAZINE",5568,"D05NOS",4,"EOP/LOPAC/Prestwick/Spectrum","?/10 uM/15 uM/30 uM",352.4,"416/416/416/416",TRUE,"788/788/788/788","DOPA-/DOPA-/DOPA-/DOPA-",1.327895,2.521975,0.3307175,-0.114955,5.9694,57.428275,0.27135075,0.17674,-0.91857,-1.4819,-0.6259175,-0.8252775,-0.8529575,-0.0773434,1.061235,0.03095,-0.776755,2.0317925,13.50778175,0.22449475,1.205725,0.7691575,0.21394625,1.1184875,0.7238225,1.15576175
"haloperidol/haloperidol/Haloperidol/Haloperidol HCl/Haloperidol/Haloperidol/HALOPERIDOL","haloperidol/haloperidol/Haloperidol/Haloperidol/Haloperidol/Haloperidol/HALOPERIDOL",3559,"D0D1AL",7,"EOP/Randall Peterson/LOPAC/Dopaminergic/Prestwick/Spectrum/Prestwick","?/?/10 uM/15 uM/15 uM/30 uM/15 uM",375.9,"451/451/451/451/451/451/451",TRUE,"766/766/766/766/766/766/766","DOPA-/DOPA-/DOPA-/DOPA-/DOPA-/DOPA-/DOPA-",0.617824285714286,1.70662428571429,0.348084871428571,-0.23459,3.78602714285714,12.5466914285714,0.644125714285714,0.380811428571429,-0.770706142857143,-1.34485285714286,-0.728327,-1.21120142857143,-1.09164428571429,-0.510562714285714,0.644789,-0.903838571428571,-1.34775428571429,2.65998714285714,4.77252,0.812027142857143,0.799558571428572,1.37312157142857,0.616087142857143,1.21740714285714,0.652937428571429,1.10418714285714
"droperidol/*(S)Droperidol/Droperidol/DROPERIDOL","droperidol/Droperidol/Droperidol/DROPERIDOL",3168,"D03CJL",4,"EOP/LOPAC/Prestwick/Spectrum","?/10 uM/15 uM/30 uM",379.4,"615/615/615/615",TRUE,"576/576/576/576","DOPA-D2-/DOPA-D2-/DOPA-D2-/DOPA-D2-",1.6327425,1.9875225,0.368265225,0.70652425,1.1522225,2.16337,-0.3419125,-0.436205,-0.6214725,-0.994445,1.5256375,0.37375,1.042285,0.8579125,1.4534,-0.39852,-0.72299425,0.795789,1.2024,-0.393595,-0.4591925,0.190834,-0.2554315,3.7998,1.73748,3.10313325
"ritanserin/Ritanserin/Ritanserin","ritanserin/Ritanserin/Ritanserin",5074,"D0K8NW",3,"EOP/LOPAC/Spectrum","?/10 uM/30 uM",477.6,"877/877/877",FALSE,"255/255/255","5HT-2-/5HT-2-/5HT-2-",1.68417333333333,2.03242,-0.46531,-0.403984,14.4784,18.8084566666667,0.53575,-0.116549,-1.21992333333333,-1.00791,-1.26623333333333,-0.923022666666667,-1.18102333333333,0.6082,0.98464,-1.96708333333333,-2.07946666666667,40.38101,22.94038,1.10125333333333,1.31814433333333,0.00942000000000013,0.741086666666667,-0.495396666666667,0.47385,-0.124452666666667
"harmaline/Harmaline HCl/Harmaline hydrochloride dihydrate/HARMALINE","harmaline/Harmaline/Harmaline/HARMALINE",3564,NA,4,"EOP/Orphan/Prestwick/Spectrum","?/15 uM/15 uM/30 uM",214.26,"302/302/302/302",FALSE,"658/658/658/658","NaN/NaN/NaN/NaN",-0.38822975,-0.456459,-0.6858725,-0.374185,0.296375,-0.1600025,-0.143163,0.3687275,0.22812325,-0.1745195,-0.03761225,-0.4653225,-0.34070375,-0.4174375,0.078145,0.1551325,0.044235,-0.04989725,0.030835,0.1823325,0.3701295,-0.189675,-0.4295375,-0.3056045,-0.52969175,-0.5020995
"GBR 12909/GBR-12909 dihydrochloride/GBR-12909/GBR-12909/GBR12909 dihydrochloride","GBR 12909/GBR-12909/GBR-12909/GBR-12909/GBR12909",3455,"D0N2HF",5,"EOP/LOPAC/Dopaminergic/Prestwick/Prestwick","?/10 uM/15 uM/15 uM/15 uM",450.6,"498/498/498/498/498",FALSE,"748/748/748/748/748","DOPAU-/DOPAU-/DOPAU-/DOPAU-/DOPAU-",2.86482,2.87534,-1.338214,-1.4578,28.574282,64.547547,4.05646,1.731884,-1.59588,-1.58834,-1.57146,-1.051448,-1.59722,2.05022,2.97824,-3.21934,-3.5146,20.6222,4.2496,4.572158,-0.076858,-1.150276,-1.83196,-1.69434,-2.45806,-2.32542
"fluperlapine/FLUPERLAPINE","fluperlapine/FLUPERLAPINE",49381,"D0F8TG",2,"EOP/Prestwick","?/15 uM",309.4,"444/444",FALSE,"459/459","5-HT-6+/5-HT-6+",1.0402075,2.6673,0.54158,-0.37975,5.30176,13.68355,0.52173,0.22035,-1.155245,-1.7714,-1.2019,-1.3285,-1.3535,0.53206,2.72315,-0.56165,-3.01575,3.056305,20.2423,-0.142087,0.70828,-0.06203,-1.7053,-0.2425,-0.914195,-0.707175
"quipazine dimaleate/Quipazine Dimaleate","quipazine dimaleate/Quipazine Dimaleate",6420043,NA,2,"EOP/LOPAC","?/10 uM",445.4,"344/344",TRUE,"618/618","5HT+/5HT+",2.91215,2.74615,-1.168755,-0.45496,9.52915,7.3319,0.10995,0.048615,-1.5155,-1.5824,-1.23915,-1.17135,-1.32355,1.67395,1.6528,-1.94325,-1.016435,3.7631,0.951805,0.022175,-0.307965,-1.038325,-0.90268,0.247195,-0.237875,-0.00883500000000001
