"cid","tid","TARGETID","keggid","keggname"
4748,"D02HED","T67162","hsa05030","Cocaine addiction"
4748,"D02HED","T67162","hsa05034","Alcoholism"
135398737,"D0Z1RV","T24983","hsa04080","Neuroactive ligand-receptor interaction"
135398737,"D0Z1RV","T24983","hsa04728","Dopaminergic synapse"
9915956,"D0Q1ER","T07806","hsa04024","cAMP signaling pathway"
9915956,"D0Q1ER","T07806","hsa04080","Neuroactive ligand-receptor interaction"
9915956,"D0Q1ER","T07806","hsa04726","Serotonergic synapse"
1797,"D0C3EX","T07806","hsa04024","cAMP signaling pathway"
1797,"D0C3EX","T07806","hsa04080","Neuroactive ligand-receptor interaction"
1797,"D0C3EX","T07806","hsa04726","Serotonergic synapse"
1797,"D0C3EX","T11072","hsa04024","cAMP signaling pathway"
1797,"D0C3EX","T11072","hsa04080","Neuroactive ligand-receptor interaction"
1797,"D0C3EX","T11072","hsa04726","Serotonergic synapse"
3292447,"D0D9YW","T78709","hsa04024","cAMP signaling pathway"
3292447,"D0D9YW","T78709","hsa04080","Neuroactive ligand-receptor interaction"
3292447,"D0D9YW","T78709","hsa04726","Serotonergic synapse"
3292447,"D0D9YW","T07806","hsa04024","cAMP signaling pathway"
3292447,"D0D9YW","T07806","hsa04080","Neuroactive ligand-receptor interaction"
3292447,"D0D9YW","T07806","hsa04726","Serotonergic synapse"
3292447,"D0D9YW","T32060","hsa04020","Calcium signaling pathway"
3292447,"D0D9YW","T32060","hsa04080","Neuroactive ligand-receptor interaction"
3292447,"D0D9YW","T32060","hsa04540","Gap junction"
3292447,"D0D9YW","T32060","hsa04726","Serotonergic synapse"
3292447,"D0D9YW","T32060","hsa04750","Inflammatory mediator regulation of TRP channels"
3292447,"D0D9YW","T83813","hsa04020","Calcium signaling pathway"
3292447,"D0D9YW","T83813","hsa04080","Neuroactive ligand-receptor interaction"
3292447,"D0D9YW","T83813","hsa04540","Gap junction"
3292447,"D0D9YW","T83813","hsa04726","Serotonergic synapse"
3292447,"D0D9YW","T83813","hsa04750","Inflammatory mediator regulation of TRP channels"
3292447,"D0D9YW","T31204","hsa04020","Calcium signaling pathway"
3292447,"D0D9YW","T31204","hsa04080","Neuroactive ligand-receptor interaction"
3292447,"D0D9YW","T31204","hsa04540","Gap junction"
3292447,"D0D9YW","T31204","hsa04726","Serotonergic synapse"
3292447,"D0D9YW","T31204","hsa04750","Inflammatory mediator regulation of TRP channels"
3292447,"D0D9YW","T11072","hsa04024","cAMP signaling pathway"
3292447,"D0D9YW","T11072","hsa04080","Neuroactive ligand-receptor interaction"
3292447,"D0D9YW","T11072","hsa04726","Serotonergic synapse"
3456,"D07OOI","T74456","hsa04020","Calcium signaling pathway"
3456,"D07OOI","T74456","hsa04022","cGMP-PKG signaling pathway"
3456,"D07OOI","T74456","hsa04080","Neuroactive ligand-receptor interaction"
3456,"D07OOI","T74456","hsa04261","Adrenergic signaling in cardiomyocytes"
3456,"D07OOI","T74456","hsa04270","Vascular smooth muscle contraction"
3456,"D07OOI","T74456","hsa04614","Renin-angiotensin system"
3456,"D07OOI","T74456","hsa04924","Renin secretion"
3456,"D07OOI","T74456","hsa05200","Pathways in cancer"
3456,"D07OOI","T55959","hsa04728","Dopaminergic synapse"
3456,"D07OOI","T55959","hsa05012","Parkinson's disease"
3456,"D07OOI","T55959","hsa05030","Cocaine addiction"
3456,"D07OOI","T55959","hsa05031","Amphetamine addiction"
3456,"D07OOI","T55959","hsa05034","Alcoholism"
3028194,"D5MF8Y","T70977","hsa04012","ErbB signaling pathway"
3028194,"D5MF8Y","T70977","hsa04062","Chemokine signaling pathway"
3028194,"D5MF8Y","T70977","hsa04110","Cell cycle"
3028194,"D5MF8Y","T70977","hsa04151","PI3K-Akt signaling pathway"
3028194,"D5MF8Y","T70977","hsa04310","Wnt signaling pathway"
3028194,"D5MF8Y","T70977","hsa04340","Hedgehog signaling pathway"
3028194,"D5MF8Y","T70977","hsa04360","Axon guidance"
3028194,"D5MF8Y","T70977","hsa04390","Hippo signaling pathway"
3028194,"D5MF8Y","T70977","hsa04510","Focal adhesion"
3028194,"D5MF8Y","T70977","hsa04550","Signaling pathways regulating pluripotency of stem cells"
3028194,"D5MF8Y","T70977","hsa04660","T cell receptor signaling pathway"
3028194,"D5MF8Y","T70977","hsa04662","B cell receptor signaling pathway"
3028194,"D5MF8Y","T70977","hsa04722","Neurotrophin signaling pathway"
3028194,"D5MF8Y","T70977","hsa04728","Dopaminergic synapse"
3028194,"D5MF8Y","T70977","hsa04910","Insulin signaling pathway"
3028194,"D5MF8Y","T70977","hsa04916","Melanogenesis"
3028194,"D5MF8Y","T70977","hsa04917","Prolactin signaling pathway"
3028194,"D5MF8Y","T70977","hsa04919","Thyroid hormone signaling pathway"
3028194,"D5MF8Y","T70977","hsa04932","Non-alcoholic fatty liver disease (NAFLD)"
3028194,"D5MF8Y","T70977","hsa05010","Alzheimer's disease"
3028194,"D5MF8Y","T70977","hsa05160","Hepatitis C"
3028194,"D5MF8Y","T70977","hsa05162","Measles"
3028194,"D5MF8Y","T70977","hsa05164","Influenza A"
3028194,"D5MF8Y","T70977","hsa05166","HTLV-I infection"
3028194,"D5MF8Y","T70977","hsa05169","Epstein-Barr virus infection"
3028194,"D5MF8Y","T70977","hsa05200","Pathways in cancer"
3028194,"D5MF8Y","T70977","hsa05210","Colorectal cancer"
3028194,"D5MF8Y","T70977","hsa05213","Endometrial cancer"
3028194,"D5MF8Y","T70977","hsa05215","Prostate cancer"
3028194,"D5MF8Y","T70977","hsa05217","Basal cell carcinoma"
44259,"D0E3TC","T78429","hsa04010","MAPK signaling pathway"
44259,"D0E3TC","T78429","hsa04014","Ras signaling pathway"
44259,"D0E3TC","T78429","hsa04062","Chemokine signaling pathway"
44259,"D0E3TC","T78429","hsa04064","NF-kappa B signaling pathway"
44259,"D0E3TC","T78429","hsa04068","FoxO signaling pathway"
44259,"D0E3TC","T78429","hsa04150","mTOR signaling pathway"
44259,"D0E3TC","T78429","hsa04151","PI3K-Akt signaling pathway"
44259,"D0E3TC","T78429","hsa04210","Apoptosis"
44259,"D0E3TC","T78429","hsa04380","Osteoclast differentiation"
44259,"D0E3TC","T78429","hsa04620","Toll-like receptor signaling pathway"
44259,"D0E3TC","T78429","hsa04621","NOD-like receptor signaling pathway"
44259,"D0E3TC","T78429","hsa04622","RIG-I-like receptor signaling pathway"
44259,"D0E3TC","T78429","hsa04623","Cytosolic DNA-sensing pathway"
44259,"D0E3TC","T78429","hsa04660","T cell receptor signaling pathway"
44259,"D0E3TC","T78429","hsa04662","B cell receptor signaling pathway"
44259,"D0E3TC","T78429","hsa04668","TNF signaling pathway"
44259,"D0E3TC","T78429","hsa04722","Neurotrophin signaling pathway"
44259,"D0E3TC","T78429","hsa04910","Insulin signaling pathway"
44259,"D0E3TC","T78429","hsa04920","Adipocytokine signaling pathway"
44259,"D0E3TC","T78429","hsa04930","Type II diabetes mellitus"
44259,"D0E3TC","T78429","hsa04932","Non-alcoholic fatty liver disease (NAFLD)"
44259,"D0E3TC","T78429","hsa05120","Epithelial cell signaling in Helicobacter pylori infection"
44259,"D0E3TC","T78429","hsa05131","Shigellosis"
44259,"D0E3TC","T78429","hsa05142","Chagas disease (American trypanosomiasis)"
44259,"D0E3TC","T78429","hsa05145","Toxoplasmosis"
44259,"D0E3TC","T78429","hsa05160","Hepatitis C"
44259,"D0E3TC","T78429","hsa05161","Hepatitis B"
44259,"D0E3TC","T78429","hsa05164","Influenza A"
44259,"D0E3TC","T78429","hsa05166","HTLV-I infection"
44259,"D0E3TC","T78429","hsa05168","Herpes simplex infection"
44259,"D0E3TC","T78429","hsa05169","Epstein-Barr virus infection"
44259,"D0E3TC","T78429","hsa05200","Pathways in cancer"
44259,"D0E3TC","T78429","hsa05206","MicroRNAs in cancer"
44259,"D0E3TC","T78429","hsa05212","Pancreatic cancer"
44259,"D0E3TC","T78429","hsa05215","Prostate cancer"
44259,"D0E3TC","T78429","hsa05220","Chronic myeloid leukemia"
44259,"D0E3TC","T78429","hsa05221","Acute myeloid leukemia"
44259,"D0E3TC","T78429","hsa05222","Small cell lung cancer"
312145,"D0P1JI","T67849","hsa00562","Inositol phosphate metabolism"
312145,"D0P1JI","T67849","hsa04012","ErbB signaling pathway"
312145,"D0P1JI","T67849","hsa04014","Ras signaling pathway"
312145,"D0P1JI","T67849","hsa04015","Rap1 signaling pathway"
312145,"D0P1JI","T67849","hsa04022","cGMP-PKG signaling pathway"
312145,"D0P1JI","T67849","hsa04024","cAMP signaling pathway"
312145,"D0P1JI","T67849","hsa04062","Chemokine signaling pathway"
312145,"D0P1JI","T67849","hsa04066","HIF-1 signaling pathway"
312145,"D0P1JI","T67849","hsa04068","FoxO signaling pathway"
312145,"D0P1JI","T67849","hsa04070","Phosphatidylinositol signaling system"
312145,"D0P1JI","T67849","hsa04071","Sphingolipid signaling pathway"
312145,"D0P1JI","T67849","hsa04150","mTOR signaling pathway"
312145,"D0P1JI","T67849","hsa04151","PI3K-Akt signaling pathway"
312145,"D0P1JI","T67849","hsa04152","AMPK signaling pathway"
312145,"D0P1JI","T67849","hsa04210","Apoptosis"
312145,"D0P1JI","T67849","hsa04261","Adrenergic signaling in cardiomyocytes"
312145,"D0P1JI","T67849","hsa04370","VEGF signaling pathway"
312145,"D0P1JI","T67849","hsa04380","Osteoclast differentiation"
312145,"D0P1JI","T67849","hsa04510","Focal adhesion"
312145,"D0P1JI","T67849","hsa04550","Signaling pathways regulating pluripotency of stem cells"
312145,"D0P1JI","T67849","hsa04611","Platelet activation"
312145,"D0P1JI","T67849","hsa04620","Toll-like receptor signaling pathway"
312145,"D0P1JI","T67849","hsa04630","Jak-STAT signaling pathway"
312145,"D0P1JI","T67849","hsa04650","Natural killer cell mediated cytotoxicity"
312145,"D0P1JI","T67849","hsa04660","T cell receptor signaling pathway"
312145,"D0P1JI","T67849","hsa04662","B cell receptor signaling pathway"
312145,"D0P1JI","T67849","hsa04664","Fc epsilon RI signaling pathway"
312145,"D0P1JI","T67849","hsa04666","Fc gamma R-mediated phagocytosis"
312145,"D0P1JI","T67849","hsa04668","TNF signaling pathway"
312145,"D0P1JI","T67849","hsa04670","Leukocyte transendothelial migration"
312145,"D0P1JI","T67849","hsa04722","Neurotrophin signaling pathway"
312145,"D0P1JI","T67849","hsa04725","Cholinergic synapse"
312145,"D0P1JI","T67849","hsa04750","Inflammatory mediator regulation of TRP channels"
312145,"D0P1JI","T67849","hsa04810","Regulation of actin cytoskeleton"
312145,"D0P1JI","T67849","hsa04910","Insulin signaling pathway"
312145,"D0P1JI","T67849","hsa04914","Progesterone-mediated oocyte maturation"
312145,"D0P1JI","T67849","hsa04915","Estrogen signaling pathway"
312145,"D0P1JI","T67849","hsa04917","Prolactin signaling pathway"
312145,"D0P1JI","T67849","hsa04919","Thyroid hormone signaling pathway"
312145,"D0P1JI","T67849","hsa04921","Oxytocin signaling pathway"
312145,"D0P1JI","T67849","hsa04923","Regulation of lipolysis in adipocytes"
312145,"D0P1JI","T67849","hsa04930","Type II diabetes mellitus"
312145,"D0P1JI","T67849","hsa04932","Non-alcoholic fatty liver disease (NAFLD)"
312145,"D0P1JI","T67849","hsa04960","Aldosterone-regulated sodium reabsorption"
312145,"D0P1JI","T67849","hsa04973","Carbohydrate digestion and absorption"
312145,"D0P1JI","T67849","hsa05100","Bacterial invasion of epithelial cells"
312145,"D0P1JI","T67849","hsa05142","Chagas disease (American trypanosomiasis)"
312145,"D0P1JI","T67849","hsa05145","Toxoplasmosis"
312145,"D0P1JI","T67849","hsa05146","Amoebiasis"
312145,"D0P1JI","T67849","hsa05160","Hepatitis C"
312145,"D0P1JI","T67849","hsa05161","Hepatitis B"
312145,"D0P1JI","T67849","hsa05162","Measles"
312145,"D0P1JI","T67849","hsa05164","Influenza A"
312145,"D0P1JI","T67849","hsa05166","HTLV-I infection"
312145,"D0P1JI","T67849","hsa05169","Epstein-Barr virus infection"
312145,"D0P1JI","T67849","hsa05200","Pathways in cancer"
312145,"D0P1JI","T67849","hsa05203","Viral carcinogenesis"
312145,"D0P1JI","T67849","hsa05205","Proteoglycans in cancer"
312145,"D0P1JI","T67849","hsa05210","Colorectal cancer"
312145,"D0P1JI","T67849","hsa05211","Renal cell carcinoma"
312145,"D0P1JI","T67849","hsa05212","Pancreatic cancer"
312145,"D0P1JI","T67849","hsa05213","Endometrial cancer"
312145,"D0P1JI","T67849","hsa05214","Glioma"
312145,"D0P1JI","T67849","hsa05215","Prostate cancer"
312145,"D0P1JI","T67849","hsa05218","Melanoma"
312145,"D0P1JI","T67849","hsa05220","Chronic myeloid leukemia"
312145,"D0P1JI","T67849","hsa05221","Acute myeloid leukemia"
312145,"D0P1JI","T67849","hsa05222","Small cell lung cancer"
312145,"D0P1JI","T67849","hsa05223","Non-small cell lung cancer"
312145,"D0P1JI","T67849","hsa05230","Central carbon metabolism in cancer"
312145,"D0P1JI","T67849","hsa05231","Choline metabolism in cancer"
312145,"D0P1JI","T95913","hsa00562","Inositol phosphate metabolism"
312145,"D0P1JI","T95913","hsa04012","ErbB signaling pathway"
312145,"D0P1JI","T95913","hsa04014","Ras signaling pathway"
312145,"D0P1JI","T95913","hsa04015","Rap1 signaling pathway"
312145,"D0P1JI","T95913","hsa04022","cGMP-PKG signaling pathway"
312145,"D0P1JI","T95913","hsa04024","cAMP signaling pathway"
312145,"D0P1JI","T95913","hsa04062","Chemokine signaling pathway"
312145,"D0P1JI","T95913","hsa04066","HIF-1 signaling pathway"
312145,"D0P1JI","T95913","hsa04068","FoxO signaling pathway"
312145,"D0P1JI","T95913","hsa04070","Phosphatidylinositol signaling system"
312145,"D0P1JI","T95913","hsa04071","Sphingolipid signaling pathway"
312145,"D0P1JI","T95913","hsa04150","mTOR signaling pathway"
312145,"D0P1JI","T95913","hsa04151","PI3K-Akt signaling pathway"
312145,"D0P1JI","T95913","hsa04152","AMPK signaling pathway"
312145,"D0P1JI","T95913","hsa04210","Apoptosis"
312145,"D0P1JI","T95913","hsa04261","Adrenergic signaling in cardiomyocytes"
312145,"D0P1JI","T95913","hsa04370","VEGF signaling pathway"
312145,"D0P1JI","T95913","hsa04380","Osteoclast differentiation"
312145,"D0P1JI","T95913","hsa04510","Focal adhesion"
312145,"D0P1JI","T95913","hsa04550","Signaling pathways regulating pluripotency of stem cells"
312145,"D0P1JI","T95913","hsa04611","Platelet activation"
312145,"D0P1JI","T95913","hsa04620","Toll-like receptor signaling pathway"
312145,"D0P1JI","T95913","hsa04630","Jak-STAT signaling pathway"
312145,"D0P1JI","T95913","hsa04650","Natural killer cell mediated cytotoxicity"
312145,"D0P1JI","T95913","hsa04660","T cell receptor signaling pathway"
312145,"D0P1JI","T95913","hsa04662","B cell receptor signaling pathway"
312145,"D0P1JI","T95913","hsa04664","Fc epsilon RI signaling pathway"
312145,"D0P1JI","T95913","hsa04666","Fc gamma R-mediated phagocytosis"
312145,"D0P1JI","T95913","hsa04668","TNF signaling pathway"
312145,"D0P1JI","T95913","hsa04670","Leukocyte transendothelial migration"
312145,"D0P1JI","T95913","hsa04722","Neurotrophin signaling pathway"
312145,"D0P1JI","T95913","hsa04725","Cholinergic synapse"
312145,"D0P1JI","T95913","hsa04750","Inflammatory mediator regulation of TRP channels"
312145,"D0P1JI","T95913","hsa04810","Regulation of actin cytoskeleton"
312145,"D0P1JI","T95913","hsa04910","Insulin signaling pathway"
312145,"D0P1JI","T95913","hsa04914","Progesterone-mediated oocyte maturation"
312145,"D0P1JI","T95913","hsa04915","Estrogen signaling pathway"
312145,"D0P1JI","T95913","hsa04917","Prolactin signaling pathway"
312145,"D0P1JI","T95913","hsa04919","Thyroid hormone signaling pathway"
312145,"D0P1JI","T95913","hsa04921","Oxytocin signaling pathway"
312145,"D0P1JI","T95913","hsa04923","Regulation of lipolysis in adipocytes"
312145,"D0P1JI","T95913","hsa04930","Type II diabetes mellitus"
312145,"D0P1JI","T95913","hsa04932","Non-alcoholic fatty liver disease (NAFLD)"
312145,"D0P1JI","T95913","hsa04960","Aldosterone-regulated sodium reabsorption"
312145,"D0P1JI","T95913","hsa04973","Carbohydrate digestion and absorption"
312145,"D0P1JI","T95913","hsa05100","Bacterial invasion of epithelial cells"
312145,"D0P1JI","T95913","hsa05142","Chagas disease (American trypanosomiasis)"
312145,"D0P1JI","T95913","hsa05145","Toxoplasmosis"
312145,"D0P1JI","T95913","hsa05146","Amoebiasis"
312145,"D0P1JI","T95913","hsa05160","Hepatitis C"
312145,"D0P1JI","T95913","hsa05161","Hepatitis B"
312145,"D0P1JI","T95913","hsa05162","Measles"
312145,"D0P1JI","T95913","hsa05164","Influenza A"
312145,"D0P1JI","T95913","hsa05166","HTLV-I infection"
312145,"D0P1JI","T95913","hsa05169","Epstein-Barr virus infection"
312145,"D0P1JI","T95913","hsa05200","Pathways in cancer"
312145,"D0P1JI","T95913","hsa05203","Viral carcinogenesis"
312145,"D0P1JI","T95913","hsa05205","Proteoglycans in cancer"
312145,"D0P1JI","T95913","hsa05206","MicroRNAs in cancer"
312145,"D0P1JI","T95913","hsa05210","Colorectal cancer"
312145,"D0P1JI","T95913","hsa05211","Renal cell carcinoma"
312145,"D0P1JI","T95913","hsa05212","Pancreatic cancer"
312145,"D0P1JI","T95913","hsa05213","Endometrial cancer"
312145,"D0P1JI","T95913","hsa05214","Glioma"
312145,"D0P1JI","T95913","hsa05215","Prostate cancer"
312145,"D0P1JI","T95913","hsa05218","Melanoma"
312145,"D0P1JI","T95913","hsa05220","Chronic myeloid leukemia"
312145,"D0P1JI","T95913","hsa05221","Acute myeloid leukemia"
312145,"D0P1JI","T95913","hsa05222","Small cell lung cancer"
312145,"D0P1JI","T95913","hsa05223","Non-small cell lung cancer"
312145,"D0P1JI","T95913","hsa05230","Central carbon metabolism in cancer"
312145,"D0P1JI","T95913","hsa05231","Choline metabolism in cancer"
3062316,"D0E6XR","T12499","hsa04064","NF-kappa B signaling pathway"
3062316,"D0E6XR","T12499","hsa04380","Osteoclast differentiation"
3062316,"D0E6XR","T12499","hsa04650","Natural killer cell mediated cytotoxicity"
3062316,"D0E6XR","T12499","hsa04660","T cell receptor signaling pathway"
3062316,"D0E6XR","T12499","hsa05166","HTLV-I infection"
3062316,"D0E6XR","T12499","hsa05340","Primary immunodeficiency"
3062316,"D0E6XR","T85943","hsa04012","ErbB signaling pathway"
3062316,"D0E6XR","T85943","hsa04015","Rap1 signaling pathway"
3062316,"D0E6XR","T85943","hsa04062","Chemokine signaling pathway"
3062316,"D0E6XR","T85943","hsa04144","Endocytosis"
3062316,"D0E6XR","T85943","hsa04370","VEGF signaling pathway"
3062316,"D0E6XR","T85943","hsa04510","Focal adhesion"
3062316,"D0E6XR","T85943","hsa04520","Adherens junction"
3062316,"D0E6XR","T85943","hsa04530","Tight junction"
3062316,"D0E6XR","T85943","hsa04540","Gap junction"
3062316,"D0E6XR","T85943","hsa04611","Platelet activation"
3062316,"D0E6XR","T85943","hsa04727","GABAergic synapse"
3062316,"D0E6XR","T85943","hsa04750","Inflammatory mediator regulation of TRP channels"
3062316,"D0E6XR","T85943","hsa04810","Regulation of actin cytoskeleton"
3062316,"D0E6XR","T85943","hsa04912","GnRH signaling pathway"
3062316,"D0E6XR","T85943","hsa04915","Estrogen signaling pathway"
3062316,"D0E6XR","T85943","hsa04917","Prolactin signaling pathway"
3062316,"D0E6XR","T85943","hsa04919","Thyroid hormone signaling pathway"
3062316,"D0E6XR","T85943","hsa04921","Oxytocin signaling pathway"
3062316,"D0E6XR","T85943","hsa05100","Bacterial invasion of epithelial cells"
3062316,"D0E6XR","T85943","hsa05120","Epithelial cell signaling in Helicobacter pylori infection"
3062316,"D0E6XR","T85943","hsa05131","Shigellosis"
3062316,"D0E6XR","T85943","hsa05152","Tuberculosis"
3062316,"D0E6XR","T85943","hsa05161","Hepatitis B"
3062316,"D0E6XR","T85943","hsa05203","Viral carcinogenesis"
3062316,"D0E6XR","T85943","hsa05205","Proteoglycans in cancer"
3062316,"D0E6XR","T17980","hsa04071","Sphingolipid signaling pathway"
3062316,"D0E6XR","T17980","hsa04360","Axon guidance"
3062316,"D0E6XR","T17980","hsa04380","Osteoclast differentiation"
3062316,"D0E6XR","T17980","hsa04510","Focal adhesion"
3062316,"D0E6XR","T17980","hsa04520","Adherens junction"
3062316,"D0E6XR","T17980","hsa04611","Platelet activation"
3062316,"D0E6XR","T17980","hsa04650","Natural killer cell mediated cytotoxicity"
3062316,"D0E6XR","T17980","hsa04660","T cell receptor signaling pathway"
